name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,minutes_played,min_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship
Joy Mukena,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,26,2,0,0,0,0,0,0,2017-18,0
Joel Dinis Castro Pereira,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,4,0,0,0,0,0,0,2017-18,0
Juan Foyth,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,4,1,0,0,0,0,0,0,2017-18,0
Jack Payne,Huddersfield,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1,0,0,0,0,0,0,2017-18,1
Marcus Browne,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,29,2,0,0,0,0,0,0,2017-18,0
Jiri Skalak,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,1,0,0,0,0,0,0,2017-18,1
Cameron Carter-Vickers,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1,0,0,0,0,0,0,2017-18,0
Rafael Camacho,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,33,4,0,0,0,0,0,0,2017-18,0
Artur Boruc,Bournemouth,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
Oluwaseyi Ojo,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4,0,0,0,0,0,0,2017-18,0
Oluwatosin Adarabioyo,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,20,4,0,0,0,0,0,0,2017-18,0
Jayson Molumby,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,7,1,0,0,0,0,0,0,2017-18,1
Harry Bunn,Huddersfield,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1,0,0,0,0,0,0,2017-18,1
Aiden O'Neill,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,26,2,0,0,0,0,0,0,2017-18,0
Ahmed Musa,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,65,,0,1,2,0,0,0,0,0,0,2017-18,0
Paul Robinson,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
Carl Stewart,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,25,2,0,0,0,0,0,0,2017-18,0
Carl Jenkinson,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4,0,0,0,0,0,0,2017-18,0
Nya Kirby,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,28,2,0,0,0,0,0,0,2017-18,0
Grant Hanley,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,1,0,0,0,0,0,0,2017-18,1
Rayhaan Tulloch,West Brom,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,16,2,0,0,0,0,0,0,2017-18,0
Reece Burke,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,23,2,0,0,0,0,0,0,2017-18,0
Grady Diangana,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,32,2,0,0,0,0,0,0,2017-18,0
Jason Lokilo,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
Glenn Whelan,Stoke,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
Robert Green,Huddersfield,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,6,1,0,0,0,0,0,0,2017-18,1
Robert Huth,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,2,0,0,0,0,0,0,2017-18,0
Robert Snodgrass,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,60,,0,1,2,0,0,0,0,0,0,2017-18,0
Oliver Norwood,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1,0,0,0,0,0,0,2017-18,1
Niki Mäenpää,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,1,0,0,0,0,0,0,2017-18,1
Mark Hudson,Huddersfield,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,1,0,0,0,0,0,0,2017-18,1
Max Melbourne,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,15,2,0,0,0,0,0,0,2017-18,0
Conor Masterson,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,33,4,0,0,0,0,0,0,2017-18,0
Connor Wickham,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,2,0,0,0,0,0,0,2017-18,0
Connor Mahoney,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,19,2,0,0,0,0,0,0,2017-18,0
Mathieu Debuchy,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,11,4,0,0,0,0,0,0,2017-18,0
Matt Butcher,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,22,2,0,0,0,0,0,0,2017-18,0
Matt Macey,Arsenal,0,GK,0,0,0,0,0,0,0,0,0,0,0,50,,0,9,4,0,0,0,0,0,0,2017-18,0
Matthew Pennington,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3,0,0,0,0,0,0,2017-18,0
Mauro Zárate,Watford,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,2,0,0,0,0,0,0,2017-18,0
Max Gradel,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,2,0,0,0,0,0,0,2017-18,0
Andreas Pereira,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4,0,0,0,0,0,0,2017-18,0
Nathan Trott,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,15,2,0,0,0,0,0,0,2017-18,0
Michael Folivi,Watford,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,19,2,0,0,0,0,0,0,2017-18,0
Eduardo dos Reis Carvalho,Chelsea,0,GK,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,5,0,0,0,0,0,0,2017-18,0
Modou Barrow,Swansea,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,2,0,0,0,0,0,0,2017-18,0
Aleksandar Kolarov,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,4,0,0,0,0,0,0,2017-18,0
Moses Makasi,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,18,2,0,0,0,0,0,0,2017-18,0
Nampalys Mendy,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
Jefferson Montero,Swansea,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,2,0,0,0,0,0,0,2017-18,0
Nathan Ferguson,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,17,2,0,0,0,0,0,0,2017-18,0
Harry Souttar,Stoke,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,6,2,0,0,0,0,0,0,2017-18,0
Kazaiah Sterling,Spurs,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,34,1,0,0,0,0,0,0,2017-18,0
