name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship
Ben Chilwell,Chelsea,70,DEF,2,3,4,3,0,19,0,0,0,0,4,60,14.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Jordan Henderson,Liverpool,69,MID,0,3,8,2,0,30,0,0,0,0,0,55,18.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Kyle Walker,Man City,69,DEF,0,0,7,3,0,20,0,0,0,0,0,50,17.0,5,1350,1360,1340,1340,1360,1380,2022-23,0
Harry Wilson,Fulham,68,MID,2,5,2,1,0,15,0,0,0,0,2,60,10.0,3,1095,1100,1070,1065,1120,1140,2022-23,1
Joseph Gomez,Liverpool,68,DEF,0,0,8,3,0,16,0,0,0,0,8,45,15.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Anthony Gordon,Newcastle,68,MID,4,0,4,7,0,18,0,0,0,0,5,55,14.0,4,1210,1260,1250,1300,1165,1220,2022-23,0
Marc Roca Junqué,Leeds,67,MID,1,3,2,7,0,60,0,0,0,0,3,50,21.0,3,1100,1090,1070,1075,1130,1120,2022-23,0
Aaron Wan-Bissaka,Man Utd,67,DEF,0,0,8,2,0,10,0,0,0,0,3,45,14.0,3,1155,1220,1140,1220,1165,1220,2022-23,0
Anthony Martial,Man Utd,66,FWD,6,3,7,0,0,8,0,0,0,0,4,70,8.0,3,1155,1220,1140,1220,1165,1220,2022-23,0
Conor Gallagher,Chelsea,66,MID,3,1,4,9,1,23,0,0,0,0,7,60,13.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Adama Traoré Diarra,Wolves,66,MID,2,4,2,2,0,30,0,0,0,0,0,55,10.0,3,1080,1090,1100,1100,1060,1080,2022-23,0
Pascal Struijk,Leeds,66,DEF,2,2,4,5,0,52,0,0,0,0,4,45,23.0,3,1100,1090,1070,1075,1130,1120,2022-23,0
Allan Saint-Maximin,Newcastle,66,MID,1,6,4,1,0,14,0,0,0,0,4,65,10.0,4,1210,1260,1250,1300,1165,1220,2022-23,0
Cristian Romero,Spurs,66,DEF,0,2,8,9,1,41,0,0,0,0,3,50,25.0,3,1155,1220,1140,1210,1170,1230,2022-23,0
Jason Steele,Brighton,65,GK,0,1,6,1,0,23,1,0,1,37,8,40,10.0,3,1170,1175,1140,1150,1200,1200,2022-23,0
Marc Cucurella Saseta,Chelsea,65,DEF,0,2,6,4,0,20,0,0,0,0,1,50,17.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Ryan Christie,Bournemouth,64,MID,1,2,3,2,0,35,0,0,0,0,2,55,17.0,2,1035,1095,1020,1110,1050,1080,2022-23,1
Eddie Nketiah,Arsenal,63,FWD,4,2,2,3,0,16,0,0,0,0,5,70,8.0,4,1245,1285,1250,1250,1240,1320,2022-23,0
Seamus Coleman,Everton,63,DEF,1,0,5,1,0,25,0,0,0,0,5,45,18.0,3,1055,1095,1070,1100,1040,1090,2022-23,0
Clément Lenglet,Spurs,63,DEF,0,2,5,4,0,35,0,0,0,0,6,50,22.0,3,1155,1220,1140,1210,1170,1230,2022-23,0
Aaron Hickey,Brentford,63,DEF,0,3,5,7,0,30,0,0,0,0,2,50,20.0,3,1115,1180,1100,1160,1130,1200,2022-23,0
Tyrell Malacia,Man Utd,62,DEF,0,0,7,6,0,14,0,0,0,0,8,45,12.0,3,1155,1220,1140,1220,1165,1220,2022-23,0
Luis Díaz,Liverpool,62,MID,4,2,4,2,0,11,0,0,0,0,7,80,9.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Frederico Rodrigues de Paula Santos,Man Utd,62,MID,2,3,4,6,0,22,0,0,0,0,2,55,7.0,3,1155,1220,1140,1220,1165,1220,2022-23,0
Harvey Elliott,Liverpool,62,MID,1,2,5,2,0,20,0,0,0,0,2,50,14.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Mohamed Elyounoussi,Southampton,62,MID,1,1,2,4,0,45,0,0,0,0,0,55,20.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Joe Worrall,Nott'm Forest,61,DEF,1,0,5,6,0,44,0,0,0,0,2,45,23.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Jaidon Anthony,Bournemouth,61,MID,3,1,2,2,0,29,0,0,0,0,4,55,9.0,2,1035,1095,1020,1110,1050,1080,2022-23,1
Hwang Hee-chan,Wolves,60,MID,3,2,3,1,0,18,0,0,0,0,3,60,7.0,3,1080,1090,1100,1100,1060,1080,2022-23,0
Lloyd Kelly,Bournemouth,60,DEF,0,2,5,3,0,38,0,0,0,0,5,45,21.0,2,1035,1095,1020,1110,1050,1080,2022-23,1
Luke Ayling,Leeds,59,DEF,2,1,3,3,0,48,0,0,0,0,4,45,20.0,3,1100,1090,1070,1075,1130,1120,2022-23,0
Nayef Aguerd,West Ham,58,DEF,2,0,5,4,0,28,0,0,0,0,5,50,17.0,3,1100,1130,1145,1150,1060,1110,2022-23,0
Vladimir Coufal,West Ham,58,DEF,0,2,4,5,0,35,0,0,0,0,2,45,23.0,3,1100,1130,1145,1150,1060,1110,2022-23,0
Matty Cash,Aston Villa,57,DEF,0,2,4,4,0,29,0,0,0,0,3,50,19.0,3,1070,1100,1070,1075,1070,1130,2022-23,0
Julio Enciso,Brighton,57,FWD,4,3,4,1,0,12,0,0,0,0,7,50,5.0,3,1170,1175,1140,1150,1200,1200,2022-23,0
Kieffer Moore,Bournemouth,57,FWD,4,0,3,1,0,34,0,0,0,0,3,55,12.0,2,1035,1095,1020,1110,1050,1080,2022-23,1
Stuart Armstrong,Southampton,57,MID,2,2,1,6,0,34,0,0,0,0,2,50,11.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Victor Lindelöf,Man Utd,57,DEF,0,0,6,1,0,16,0,0,0,0,3,45,12.0,3,1155,1220,1140,1220,1165,1220,2022-23,0
Roméo Lavia,Southampton,57,MID,1,1,4,9,0,50,0,0,0,0,0,45,23.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
João Filipe Iria Santos Moutinho,Wolves,56,MID,0,2,6,3,0,28,0,0,0,0,0,50,16.0,3,1080,1090,1100,1100,1060,1080,2022-23,0
Kyle Walker-Peters,Southampton,56,DEF,1,0,3,4,0,58,0,0,0,0,2,45,29.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Robin Koch,Leeds,55,DEF,0,0,5,7,0,74,1,0,0,0,2,45,34.0,3,1100,1090,1070,1075,1130,1120,2022-23,0
Neco Williams,Nott'm Forest,54,DEF,1,1,4,7,0,41,0,0,0,0,1,40,18.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Adam Armstrong,Southampton,54,FWD,2,1,1,2,0,24,0,0,0,0,3,55,12.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Richarlison de Andrade,Spurs,54,FWD,1,5,3,3,0,18,0,0,0,0,2,85,8.0,3,1155,1220,1140,1210,1170,1230,2022-23,0
Mateo Kovacic,Chelsea,53,MID,1,2,4,8,0,25,0,0,0,0,2,50,15.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Luis Sinisterra Lucumí,Leeds,53,MID,5,0,0,1,1,23,0,0,0,0,6,65,6.0,3,1100,1090,1070,1075,1130,1120,2022-23,0
Chris Wood,Nott'm Forest,53,FWD,3,0,4,0,0,9,0,0,0,0,7,60,9.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Tom Cairney,Fulham,53,MID,2,1,1,2,0,13,0,0,0,0,2,50,6.0,3,1095,1100,1070,1065,1120,1140,2022-23,1
Ryan Yates,Nott'm Forest,53,MID,0,3,5,5,0,36,0,0,0,0,0,50,18.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Curtis Jones,Liverpool,52,MID,3,1,4,2,0,15,0,0,0,0,4,50,9.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Deniz Undav,Brighton,52,FWD,5,2,2,2,0,9,1,0,0,0,4,55,4.0,3,1170,1175,1140,1150,1200,1200,2022-23,0
Rasmus Kristensen,Leeds,51,DEF,3,1,2,4,0,53,0,0,0,0,1,50,21.0,3,1100,1090,1070,1075,1130,1120,2022-23,0
Daniel Amartey,Leicester,51,DEF,0,0,5,1,0,27,0,0,0,0,4,45,18.0,3,1130,1115,1065,1110,1200,1120,2022-23,0
Lewis Cook,Bournemouth,51,MID,0,2,3,4,0,39,0,0,0,0,1,50,17.0,2,1035,1095,1020,1110,1050,1080,2022-23,1
Orel Mangala,Nott'm Forest,50,MID,1,1,5,3,0,24,0,0,0,0,0,50,12.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Lucas Digne,Aston Villa,50,DEF,1,0,3,5,0,25,1,0,0,0,4,50,13.0,3,1070,1100,1070,1075,1070,1130,2022-23,0
Armel Bella-Kotchap,Southampton,49,DEF,0,2,3,4,0,39,0,0,0,0,5,45,19.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Theo Walcott,Southampton,49,MID,2,2,2,1,0,30,1,0,0,0,1,50,11.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Nathan Collins,Wolves,49,DEF,0,0,4,2,1,37,0,0,0,0,6,45,18.0,3,1080,1090,1100,1100,1060,1080,2022-23,0
Tosin Adarabioyo,Fulham,49,DEF,1,0,3,4,0,39,0,0,0,0,1,45,21.0,3,1095,1100,1070,1065,1120,1140,2022-23,1
Ibrahima Konaté,Liverpool,49,DEF,0,0,7,5,0,22,1,0,0,0,0,50,15.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Trevoh Chalobah,Chelsea,49,DEF,0,0,5,4,0,24,1,0,0,0,1,50,16.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Mads Roerslev Rasmussen,Brentford,48,DEF,0,0,5,0,0,12,0,0,0,0,0,45,11.0,3,1115,1180,1100,1160,1130,1200,2022-23,0
Konstantinos Tsimikas,Liverpool,48,DEF,0,4,4,3,0,11,0,0,0,0,2,45,5.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Adam Lallana,Brighton,47,MID,2,1,5,0,0,10,0,0,0,0,4,50,8.0,3,1170,1175,1140,1150,1200,1200,2022-23,0
Jordan Zemura,Bournemouth,47,DEF,0,1,5,1,0,31,0,0,0,0,1,45,16.0,2,1035,1095,1020,1110,1050,1080,2022-23,1
Tyler Adams,Leeds,47,MID,0,0,5,4,1,36,0,0,0,0,1,50,23.0,3,1100,1090,1070,1075,1130,1120,2022-23,0
Levi Colwill,Brighton,46,DEF,0,2,3,1,0,21,0,0,0,0,6,45,12.0,3,1170,1175,1140,1150,1200,1200,2022-23,0
Ruben Loftus-Cheek,Chelsea,46,MID,0,1,5,1,0,23,1,0,0,0,1,50,15.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Joe Ayodele-Aribo,Southampton,46,MID,2,0,1,2,0,24,0,0,0,0,3,55,13.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
James Justin,Leicester,45,DEF,0,2,5,0,0,25,0,0,0,0,2,45,14.0,3,1130,1115,1065,1110,1200,1120,2022-23,0
César Azpilicueta,Chelsea,45,DEF,0,0,3,3,0,21,1,0,0,0,4,50,12.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Jonathan Castro Otto,Wolves,45,DEF,1,0,5,3,1,21,0,0,0,0,0,45,14.0,3,1080,1090,1100,1100,1060,1080,2022-23,0
Daniel James,Fulham,45,MID,2,1,1,0,0,18,0,0,0,0,2,60,5.0,3,1095,1100,1070,1065,1120,1140,2022-23,1
Reece James,Chelsea,44,DEF,1,2,2,4,0,17,0,0,0,0,5,60,11.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Boubacar Kamara,Aston Villa,44,MID,0,1,3,4,0,30,0,0,0,0,0,50,18.0,3,1070,1100,1070,1075,1070,1130,2022-23,0
Manor Solomon,Fulham,44,MID,4,0,0,0,0,11,0,0,0,0,1,50,4.0,3,1095,1100,1070,1065,1120,1140,2022-23,1
Nathaniel Clyne,Crystal Palace,44,DEF,0,0,3,3,0,23,0,0,0,0,0,45,16.0,3,1085,1100,1110,1110,1060,1090,2022-23,0
Angelo Ogbonna,West Ham,44,DEF,0,0,4,0,0,19,0,0,0,0,4,45,13.0,3,1100,1130,1145,1150,1060,1110,2022-23,0
Toti António Gomes,Wolves,43,DEF,1,0,4,6,0,14,0,0,0,0,4,40,10.0,3,1080,1090,1100,1100,1060,1080,2022-23,0
Chris Mepham,Bournemouth,43,DEF,0,0,5,7,0,52,2,0,0,0,6,45,24.0,2,1035,1095,1020,1110,1050,1080,2022-23,1
Oliver Skipp,Spurs,43,MID,1,0,4,7,0,28,0,0,0,0,1,45,16.0,3,1155,1220,1140,1210,1170,1230,2022-23,0
James Milner,Liverpool,42,MID,0,1,3,2,0,12,0,0,0,0,0,45,7.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Reiss Nelson,Arsenal,42,MID,3,3,1,0,0,3,0,0,0,0,5,50,1.0,4,1245,1285,1250,1250,1240,1320,2022-23,0
Neal Maupay,Everton,41,FWD,1,0,3,4,0,19,0,0,0,0,3,65,10.0,3,1055,1095,1070,1100,1040,1090,2022-23,0
Hugo Bueno López,Wolves,41,DEF,0,1,3,1,0,29,0,0,0,0,3,40,13.0,3,1080,1090,1100,1100,1060,1080,2022-23,0
Will Hughes,Crystal Palace,41,MID,1,1,1,4,0,11,0,0,0,0,3,50,6.0,3,1085,1100,1110,1110,1060,1090,2022-23,0
Boubakary Soumaré,Leicester,41,MID,0,0,6,9,0,30,0,0,0,0,0,45,17.0,3,1130,1115,1065,1110,1200,1120,2022-23,0
Wilfred Ndidi,Leicester,41,MID,0,0,1,4,0,39,0,0,0,0,0,50,14.0,3,1130,1115,1065,1110,1200,1120,2022-23,0
Jean-Philippe Mateta,Crystal Palace,41,FWD,2,0,3,3,0,10,0,0,0,0,3,55,4.0,3,1085,1100,1110,1110,1060,1090,2022-23,0
Rayan Aït-Nouri,Wolves,41,DEF,1,0,4,4,0,18,1,0,0,0,0,45,9.0,3,1080,1090,1100,1100,1060,1080,2022-23,0
Gianluca Scamacca,West Ham,41,FWD,3,0,3,3,0,12,0,0,0,0,7,70,9.0,3,1100,1130,1145,1150,1060,1110,2022-23,0
Aymeric Laporte,Man City,40,DEF,0,0,4,0,0,10,0,0,0,0,3,60,11.0,5,1350,1360,1340,1340,1360,1380,2022-23,0
Dominic Calvert-Lewin,Everton,40,FWD,2,1,4,3,0,22,0,0,0,0,2,80,12.0,3,1055,1095,1070,1100,1040,1090,2022-23,0
Fábio Ferreira Vieira,Arsenal,40,MID,1,2,2,0,0,5,0,0,0,0,2,60,3.0,4,1245,1285,1250,1250,1240,1320,2022-23,0
Neeskens Kebano,Fulham,40,MID,0,4,3,0,0,10,0,0,0,0,0,55,8.0,3,1095,1100,1070,1065,1120,1140,2022-23,1
Scott McKenna,Nott'm Forest,40,DEF,0,0,5,4,0,32,0,0,0,0,0,45,17.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Fraser Forster,Spurs,40,GK,0,0,3,1,0,24,0,0,1,32,1,40,13.0,3,1155,1220,1140,1210,1170,1230,2022-23,0
Christian Pulisic,Chelsea,39,MID,1,1,3,1,0,11,0,0,0,0,0,60,5.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Michael Keane,Everton,39,DEF,1,2,2,0,0,22,0,0,0,0,5,45,11.0,3,1055,1095,1070,1100,1040,1090,2022-23,0
Alejandro Garnacho,Man Utd,39,MID,3,2,0,3,0,13,0,0,0,0,0,45,2.0,3,1155,1220,1140,1220,1165,1220,2022-23,0
Harry Maguire,Man Utd,39,DEF,0,0,5,4,0,7,0,0,0,0,2,50,8.0,3,1155,1220,1140,1220,1165,1220,2022-23,0
Emerson Palmieri dos Santos,West Ham,39,DEF,1,0,2,2,0,28,0,0,0,0,2,40,12.0,3,1100,1130,1145,1150,1060,1110,2022-23,0
Ainsley Maitland-Niles,Southampton,38,MID,0,1,3,3,0,31,0,0,0,0,0,50,13.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Frank Onyeka,Brentford,38,MID,0,3,3,0,0,11,0,0,0,0,0,50,5.0,3,1115,1180,1100,1160,1130,1200,2022-23,0
Kieran Tierney,Arsenal,37,DEF,0,1,1,0,0,10,0,0,0,0,0,50,5.0,4,1245,1285,1250,1250,1240,1320,2022-23,0
Pedro Lomba Neto,Wolves,37,MID,0,2,5,1,0,15,0,0,0,0,0,55,9.0,3,1080,1090,1100,1100,1060,1080,2022-23,0
Wesley Fofana,Chelsea,37,DEF,1,0,2,4,0,24,0,0,0,0,4,45,13.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Leander Dendoncker,Aston Villa,37,MID,0,0,4,0,0,14,0,0,0,0,0,50,9.0,3,1070,1100,1070,1075,1070,1130,2022-23,0
Willy Boly,Nott'm Forest,37,DEF,0,1,3,2,0,10,0,0,0,0,7,45,8.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Scott McTominay,Man Utd,36,MID,1,0,4,8,0,20,0,0,0,0,2,50,8.0,3,1155,1220,1140,1220,1165,1220,2022-23,0
Sam Johnstone,Crystal Palace,36,GK,0,0,3,1,0,10,0,0,0,26,5,45,9.0,3,1085,1100,1110,1110,1060,1090,2022-23,0
Joel Matip,Liverpool,36,DEF,1,0,3,3,0,20,1,0,0,0,4,60,12.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Matt Targett,Newcastle,35,DEF,0,0,3,1,0,6,0,0,0,0,2,50,6.0,4,1210,1260,1250,1300,1165,1220,2022-23,0
Matt Doherty,Spurs,35,DEF,1,0,3,0,0,9,0,0,0,0,2,50,7.0,3,1155,1220,1140,1210,1170,1230,2022-23,0
Ryan Sessegnon,Spurs,35,DEF,2,1,1,4,0,15,0,0,0,0,0,45,7.0,3,1155,1220,1140,1210,1170,1230,2022-23,0
Jack Stephens,Bournemouth,35,DEF,0,0,4,3,0,24,0,0,0,0,1,45,12.0,2,1035,1095,1020,1110,1050,1080,2022-23,1
Dennis Praet,Leicester,34,MID,1,1,2,1,0,10,0,0,0,0,0,50,3.0,3,1130,1115,1065,1110,1200,1120,2022-23,0
Mohammed Salisu,Southampton,33,DEF,0,1,1,5,0,41,1,0,0,0,2,45,22.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Yerry Mina,Everton,33,DEF,2,0,1,2,0,9,0,0,0,0,7,45,7.0,3,1055,1095,1070,1100,1040,1090,2022-23,0
Jesse Lingard,Nott'm Forest,33,MID,0,1,5,1,0,17,0,0,0,0,0,60,9.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Hakim Ziyech,Chelsea,33,MID,0,3,2,1,0,7,0,0,0,0,0,60,5.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Joe Rothwell,Bournemouth,33,MID,0,1,3,1,0,15,0,0,0,0,0,50,8.0,2,1035,1095,1020,1110,1050,1080,2022-23,1
Takehiro Tomiyasu,Arsenal,32,DEF,0,1,2,2,0,11,0,0,0,0,0,45,5.0,4,1245,1285,1250,1250,1240,1320,2022-23,0
Jan Bednarek,Southampton,32,DEF,0,0,3,5,0,40,1,0,0,0,2,45,17.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Philippe Coutinho Correia,Aston Villa,32,MID,1,0,3,3,0,9,0,0,0,0,1,70,6.0,3,1070,1100,1070,1075,1070,1130,2022-23,0
Sékou Mara,Southampton,32,FWD,1,2,0,1,0,10,0,0,0,0,0,55,1.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Nathan Patterson,Everton,31,DEF,0,0,2,3,0,22,0,0,0,0,0,40,13.0,3,1055,1095,1070,1100,1040,1090,2022-23,0
Liam Cooper,Leeds,31,DEF,1,0,2,5,0,32,0,0,0,0,1,45,15.0,3,1100,1090,1070,1075,1130,1120,2022-23,0
Thiago Alcántara do Nascimento,Liverpool,30,MID,0,0,2,2,0,23,0,0,0,0,0,55,12.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Elliot Anderson,Newcastle,30,MID,0,1,1,0,0,7,0,0,0,0,2,45,2.0,4,1210,1260,1250,1300,1165,1220,2022-23,0
Sam Greenwood,Leeds,30,FWD,1,2,0,1,0,11,0,0,0,0,1,45,2.0,3,1100,1090,1070,1075,1130,1120,2022-23,0
Harry Toffolo,Nott'm Forest,30,DEF,0,0,2,2,0,17,0,0,0,0,1,45,8.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Nampalys Mendy,Leicester,30,MID,1,0,0,1,0,13,0,0,0,0,1,45,6.0,3,1130,1115,1065,1110,1200,1120,2022-23,0
Junior Firpo Adames,Leeds,30,DEF,1,2,1,5,1,33,0,0,0,0,3,45,13.0,3,1100,1090,1070,1075,1130,1120,2022-23,0
Pontus Jansson,Brentford,29,DEF,1,0,2,0,0,14,0,0,0,0,0,45,7.0,3,1115,1180,1100,1160,1130,1200,2022-23,0
Daniel Iversen,Leicester,29,GK,0,0,1,0,0,22,1,0,0,38,2,40,11.0,3,1130,1115,1065,1110,1200,1120,2022-23,0
Kristoffer Ajer,Brentford,29,DEF,0,0,4,0,0,14,0,0,0,0,0,45,8.0,3,1115,1180,1100,1160,1130,1200,2022-23,0
Raúl Jiménez,Wolves,29,FWD,0,2,2,0,0,18,0,0,0,0,0,70,7.0,3,1080,1090,1100,1100,1060,1080,2022-23,0
Rico Lewis,Man City,29,DEF,0,0,2,1,0,8,0,0,0,0,0,40,8.0,5,1350,1360,1340,1340,1360,1380,2022-23,0
Shandon Baptiste,Brentford,29,MID,0,2,1,1,1,6,0,0,0,0,0,45,3.0,3,1115,1180,1100,1160,1130,1200,2022-23,0
Lyanco Silveira Neves Vojnovic,Southampton,29,DEF,1,1,0,4,0,26,0,0,0,0,0,45,11.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Ben Johnson,West Ham,29,DEF,0,0,2,0,0,13,0,0,0,0,1,45,8.0,3,1100,1130,1145,1150,1060,1110,2022-23,0
Mark Travers,Bournemouth,28,GK,0,0,2,0,0,32,0,0,0,36,1,45,11.0,2,1035,1095,1020,1110,1050,1080,2022-23,1
Luke Thomas,Leicester,28,DEF,0,1,2,3,0,20,1,0,0,0,0,45,11.0,3,1130,1115,1065,1110,1200,1120,2022-23,0
Davinson Sánchez,Spurs,28,DEF,0,0,2,1,0,17,0,0,0,0,1,45,7.0,3,1155,1220,1140,1210,1170,1230,2022-23,0
Moussa Djenepo,Southampton,27,MID,0,2,0,1,0,14,0,0,0,0,0,50,6.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Fábio Freitas Gouveia Carvalho,Liverpool,27,MID,2,1,0,0,0,3,0,0,0,0,0,55,1.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Flynn Downes,West Ham,27,MID,0,0,1,2,0,14,0,0,0,0,0,45,7.0,3,1100,1130,1145,1150,1060,1110,2022-23,0
Yves Bissouma,Spurs,27,MID,0,0,1,6,0,20,0,0,0,0,0,50,9.0,3,1155,1220,1140,1210,1170,1230,2022-23,0
Sam Surridge,Nott'm Forest,26,FWD,1,0,0,2,0,5,0,0,0,0,3,50,1.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
James Garner,Everton,25,MID,0,1,2,3,0,13,0,0,0,0,0,45,7.0,3,1055,1095,1070,1100,1040,1090,2022-23,0
Moussa Niakhaté,Nott'm Forest,25,DEF,0,0,2,1,0,22,0,0,0,0,0,45,12.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Edouard Mendy,Chelsea,24,GK,0,0,1,1,0,14,0,0,0,25,0,50,9.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Albert Sambi Lokonga,Crystal Palace,23,MID,0,0,2,2,0,8,0,0,0,0,0,45,7.0,3,1085,1100,1110,1110,1060,1090,2022-23,0
Anthony Elanga,Man Utd,23,MID,0,1,2,0,0,2,0,0,0,0,0,50,1.0,3,1155,1220,1140,1220,1165,1220,2022-23,0
Tariq Lamptey,Brighton,23,DEF,0,0,1,1,0,7,0,0,0,0,0,45,2.0,3,1170,1175,1140,1150,1200,1200,2022-23,0
Luka Milivojevic,Crystal Palace,23,MID,0,0,2,2,0,7,0,0,0,0,0,45,4.0,3,1085,1100,1110,1110,1060,1090,2022-23,0
Stefan Ortega Moreno,Man City,23,GK,0,0,2,0,0,1,0,0,0,14,5,40,2.0,5,1350,1360,1340,1340,1360,1380,2022-23,0
Stefan Bajcetic,Liverpool,22,MID,1,0,3,2,0,4,0,0,0,0,0,45,5.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Lewis O'Brien,Nott'm Forest,22,MID,1,0,1,2,0,14,0,0,0,0,0,50,5.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Armando Broja,Chelsea,21,FWD,1,1,1,0,0,5,0,0,0,0,0,55,2.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Billy Gilmour,Brighton,21,MID,0,1,2,1,0,8,0,0,0,0,0,45,2.0,3,1170,1175,1140,1150,1200,1200,2022-23,0
Rob Holding,Arsenal,21,DEF,1,0,0,0,0,13,0,0,0,0,0,45,6.0,4,1245,1285,1250,1250,1240,1320,2022-23,0
Cristiano Ronaldo dos Santos Aveiro,Man Utd,20,FWD,1,0,3,2,0,8,0,0,0,0,3,105,5.0,3,1155,1220,1140,1220,1165,1220,2022-23,0
Ricardo Barbosa Pereira,Leicester,20,DEF,1,1,0,2,0,11,0,0,0,0,2,45,4.0,3,1130,1115,1065,1110,1200,1120,2022-23,0
Jonny Evans,Leicester,20,DEF,0,0,2,1,0,28,0,0,0,0,0,45,12.0,3,1130,1115,1065,1110,1200,1120,2022-23,0
Bertrand Traoré,Aston Villa,20,MID,2,0,1,1,0,1,0,0,0,0,1,50,1.0,3,1070,1100,1070,1075,1070,1130,2022-23,0
Steve Cook,Nott'm Forest,20,DEF,0,0,2,4,0,21,0,0,0,0,0,45,11.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Joe Gelhardt,Leeds,20,FWD,0,2,0,1,0,3,0,0,0,0,0,55,,3,1100,1090,1070,1075,1130,1120,2022-23,0
Alex Oxlade-Chamberlain,Liverpool,20,MID,1,0,0,0,0,7,0,0,0,0,2,50,4.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Tom Davies,Everton,19,MID,0,0,1,3,0,9,0,0,0,0,0,50,2.0,3,1055,1095,1070,1100,1040,1090,2022-23,0
Ibrahima Diallo,Southampton,19,MID,0,0,0,4,0,19,0,0,0,0,0,45,5.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Ayoze Pérez,Leicester,19,MID,0,2,1,0,0,5,0,0,0,0,0,50,4.0,3,1130,1115,1065,1110,1200,1120,2022-23,0
Cole Palmer,Man City,19,MID,0,1,1,1,0,4,0,0,0,0,0,45,2.0,5,1350,1360,1340,1340,1360,1380,2022-23,0
Ben Godfrey,Everton,18,DEF,0,1,1,2,0,18,0,0,0,0,0,45,7.0,3,1055,1095,1070,1100,1040,1090,2022-23,0
N'Golo Kanté,Chelsea,18,MID,0,1,2,1,0,7,0,0,0,0,1,50,6.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Emile Smith Rowe,Arsenal,18,MID,0,2,0,0,0,5,0,0,0,0,0,60,,4,1245,1285,1250,1250,1240,1320,2022-23,0
Carney Chukwuemeka,Chelsea,18,MID,0,0,1,0,0,7,0,0,0,0,0,45,3.0,3,1165,1220,1190,1220,1140,1220,2022-23,0
Lucas Rodrigues Moura da Silva,Spurs,17,MID,1,0,0,0,1,5,0,0,0,0,0,60,,3,1155,1220,1140,1210,1170,1230,2022-23,0
