name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship
Tyias Browning,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,2,0,0,0,0,0,0,2016-17,0
Greg Luer,Hull,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,1
Alex McCarthy,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,3,0,0,0,0,0,0,2016-17,0
Alex Bruce,Hull,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1,0,0,0,0,0,0,2016-17,1
Tokelo Rantie,Bournemouth,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Andreas Pereira,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,4,0,0,0,0,0,0,2016-17,0
Greg Olley,Hull,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,1
Guillermo Varela,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,4,0,0,0,0,0,0,2016-17,0
Mamadou Obbi Oularé,Watford,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Keshi Anderson,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Tendayi Darikwa,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,1
Moses Odubajo,Hull,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,1
Daniel Lafferty,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1,0,0,0,0,0,0,2016-17,1
Marco Van Ginkel,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,3,0,0,0,0,0,0,2016-17,0
John Obi Mikel,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,0,0,0,0,0,0,2016-17,0
Cameron Borthwick-Jackson,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,4,0,0,0,0,0,0,2016-17,0
Dael Fry,Middlesbrough,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1,0,0,0,0,0,0,2016-17,1
Cameron Carter-Vickers,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,0
Pedro Chirivella,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,4,0,0,0,0,0,0,2016-17,0
Paulo Gazzaniga,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,3,0,0,0,0,0,0,2016-17,0
Carlos De Pena,Middlesbrough,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,1
Josh Cullen,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,0,0,0,0,0,0,2016-17,0
Josh Clackstone,Hull,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1,0,0,0,0,0,0,2016-17,1
Joseph Gomez,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,4,0,0,0,0,0,0,2016-17,0
Chris Long,Burnley,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,1
Oluwaseyi Ojo,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,4,0,0,0,0,0,0,2016-17,0
Jonathan Williams,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Oleksandr Zinchenko,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,4,0,0,0,0,0,0,2016-17,0
Olayinka Fredrick Oladotun Ladapo,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Cristian Gamboa,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,2,0,0,0,0,0,0,2016-17,0
Eunan O'Kane,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Chuba Akpom,Arsenal,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,4,0,0,0,0,0,0,2016-17,0
Nick Pope,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,1,0,0,0,0,0,0,2016-17,1
Clinton N'Jie,Spurs,0,FWD,0,0,0,0,0,0,0,0,0,0,0,60,,1,0,0,0,0,0,0,2016-17,0
Jose Luis Mato Sanmartín,Stoke,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,2,0,0,0,0,0,0,2016-17,0
Mohamed Diamé,Hull,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,1,0,0,0,0,0,0,2016-17,1
Connor Randall,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,4,0,0,0,0,0,0,2016-17,0
Jose Angel Esmoris Tasende,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,4,0,0,0,0,0,0,2016-17,0
Nabil Bentaleb,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,0
Muhamed Besic,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Callum McManaman,West Brom,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Florin Gardos,Southampton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,0,0,0,0,0,0,2016-17,0
Danny Ings,Liverpool,0,FWD,0,0,0,0,0,0,0,0,0,0,0,60,,4,0,0,0,0,0,0,2016-17,0
Matt Miazga,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,3,0,0,0,0,0,0,2016-17,0
Eliaquim Mangala,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,55,,4,0,0,0,0,0,0,2016-17,0
Shaun MacDonald,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Mario Balotelli,Liverpool,0,FWD,0,0,0,0,0,0,0,0,0,0,0,65,,4,0,0,0,0,0,0,2016-17,0
Mario Suárez,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Bafétimbi Gomis,Swansea,0,FWD,0,0,0,0,0,0,0,0,0,0,0,65,,2,0,0,0,0,0,0,2016-17,0
Serge Gnabry,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,4,0,0,0,0,0,0,2016-17,0
Bartosz Kapustka,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,5,0,0,0,0,0,0,2016-17,0
Bastian Schweinsteiger,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,4,0,0,0,0,0,0,2016-17,0
Julien de Sart,Middlesbrough,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,1
Fredrik Ulvestad,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,1
Bertrand Traore,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,3,0,0,0,0,0,0,2016-17,0
Julian Speroni,Crystal Palace,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Franck Tabanou,Swansea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Boaz Myhill,West Brom,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Emerson Hyndman,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Juan Cuadrado,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,70,,3,0,0,0,0,0,0,2016-17,0
Rouwen Hennings,Burnley,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,1
Joe Hart,Man City,0,GK,0,0,0,0,0,0,0,0,0,0,0,55,,4,0,0,0,0,0,0,2016-17,0
Marvin Emnes,Swansea,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Juan Carlos Paredes,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,2,0,0,0,0,0,0,2016-17,0
Joel Campbell,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,60,,4,0,0,0,0,0,0,2016-17,0
Brian Lenihan,Hull,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1,0,0,0,0,0,0,2016-17,1
Ritchie de Laet,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,5,0,0,0,0,0,0,2016-17,0
Reece Oxford,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,3,0,0,0,0,0,0,2016-17,0
Brice Dja Djédjé,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Cameron Brannagan,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,4,0,0,0,0,0,0,2016-17,0
