name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season
Kieran Dowell,Norwich,41,MID,1,1,2,0,0,24,0,0,0,0,1,55,2,1030,1040,1040,1040,1040,1030,2021-22
Marc Albrighton,Leicester,40,MID,1,2,2,3,0,24,0,0,0,0,2,55,3,1090,1200,1100,1080,1150,1160,2021-22
Curtis Jones,Liverpool,40,MID,1,1,4,0,0,9,0,0,0,0,3,50,5,1340,1360,1300,1350,1340,1350,2021-22
Angelo Ogbonna,West Ham,40,DEF,1,0,3,1,0,11,0,0,0,0,6,50,3,1130,1190,1110,1150,1160,1180,2021-22
Jonny Evans,Leicester,39,DEF,1,1,2,3,0,23,0,0,0,0,0,55,3,1090,1200,1100,1080,1150,1160,2021-22
Kalvin Phillips,Leeds,39,MID,0,1,3,4,0,25,0,0,0,0,1,50,3,1070,1080,1080,1070,1100,1100,2021-22
Dimitris Giannoulis,Norwich,39,DEF,0,1,4,2,0,27,0,0,0,0,2,45,2,1030,1040,1040,1040,1040,1030,2021-22
Javier Manquillo,Newcastle,38,DEF,1,3,1,5,0,27,0,0,0,0,0,40,3,1090,1170,1050,1030,1040,1070,2021-22
Adam Forshaw,Leeds,38,MID,0,1,2,5,0,41,0,0,0,0,0,45,3,1070,1080,1080,1070,1100,1100,2021-22
Romain Perraud,Southampton,38,DEF,0,1,3,3,0,33,0,0,0,0,1,50,3,1080,1110,1090,1140,1120,1090,2021-22
Jonathan Castro Otto,Wolves,38,DEF,2,0,2,1,0,22,0,0,0,0,2,45,3,1200,1170,1150,1160,1080,1100,2021-22
James Milner,Liverpool,38,MID,0,1,4,2,0,6,0,0,0,0,1,50,5,1340,1360,1300,1350,1340,1350,2021-22
Leon Bailey,Aston Villa,37,MID,1,3,2,3,0,13,0,0,0,0,1,65,3,1100,1100,1140,1110,1090,1090,2021-22
Erik Pieters,Burnley,37,DEF,0,1,4,1,0,5,0,0,0,0,1,45,2,1060,1060,1080,1130,1060,1100,2021-22
Brandon Williams,Norwich,36,DEF,0,1,2,8,0,52,0,0,0,0,4,40,2,1030,1040,1040,1040,1040,1030,2021-22
Boubakary Soumaré,Leicester,36,MID,0,1,2,0,0,27,0,0,0,0,1,50,3,1090,1200,1100,1080,1150,1160,2021-22
Adam Idah,Norwich,36,FWD,1,2,1,0,0,11,0,0,0,0,3,50,2,1030,1040,1040,1040,1040,1030,2021-22
Ricardo Domingos Barbosa Pereira,Leicester,35,DEF,1,3,1,3,0,20,0,0,0,0,3,55,3,1090,1200,1100,1080,1150,1160,2021-22
Bamidele Alli,Everton,35,MID,1,0,3,4,0,23,0,0,0,0,1,65,2,1050,1090,1130,1090,1110,1110,2021-22
Ayoze Pérez,Leicester,35,MID,2,3,1,0,1,15,0,0,0,0,2,60,3,1090,1200,1100,1080,1150,1160,2021-22
Frank Onyeka,Brentford,35,MID,0,2,3,4,0,19,0,0,0,0,0,50,2,1060,1070,1120,1150,1080,1120,2021-22
Shandon Baptiste,Brentford,35,MID,1,0,2,0,1,15,0,0,0,0,2,50,2,1060,1070,1120,1150,1080,1120,2021-22
Pascal Struijk,Leeds,35,DEF,1,1,1,6,1,53,0,0,0,0,0,45,3,1070,1080,1080,1070,1100,1100,2021-22
Edinson Cavani,Man Utd,34,FWD,2,1,1,0,0,10,0,0,0,0,2,85,4,1210,1270,1170,1190,1190,1200,2021-22
Oliver Skipp,Spurs,34,MID,0,0,8,6,0,13,0,0,0,0,0,45,4,1210,1270,1190,1200,1210,1210,2021-22
Will Hughes,Crystal Palace,34,MID,0,2,4,6,0,16,0,0,0,0,2,50,3,1090,1100,1110,1160,1080,1160,2021-22
Tyler Roberts,Leeds,34,MID,1,1,1,5,0,26,0,0,0,0,1,50,3,1070,1080,1080,1070,1100,1100,2021-22
Ibrahima Konaté,Liverpool,33,DEF,0,0,4,2,0,10,0,0,0,0,0,55,5,1340,1360,1300,1350,1340,1350,2021-22
Johann Berg Gudmundsson,Burnley,33,MID,0,1,3,2,0,19,0,0,0,0,0,55,2,1060,1060,1080,1130,1060,1100,2021-22
Harry Winks,Spurs,33,MID,0,2,1,2,0,15,0,0,0,0,1,45,4,1210,1270,1190,1200,1210,1210,2021-22
Ashley Barnes,Burnley,32,FWD,1,0,1,4,0,19,0,0,0,0,2,55,2,1060,1060,1080,1130,1060,1100,2021-22
Albert Sambi Lokonga,Arsenal,32,MID,0,0,7,5,0,11,0,0,0,0,0,50,4,1250,1270,1150,1210,1190,1220,2021-22
Eberechi Eze,Crystal Palace,31,MID,1,1,3,1,0,8,0,0,0,0,2,60,3,1090,1100,1110,1160,1080,1160,2021-22
Donny van de Beek,Everton,31,MID,2,0,2,1,0,14,0,0,0,0,1,60,2,1050,1090,1130,1090,1110,1110,2021-22
Angus Gunn,Norwich,31,GK,0,0,1,0,0,22,0,0,1,35,3,40,2,1030,1040,1040,1040,1040,1030,2021-22
Imrân Louza,Watford,31,MID,0,0,3,6,0,38,0,0,0,0,0,55,2,1060,1030,1090,1040,1120,1070,2021-22
Saman Ghoddos,Brentford,30,MID,1,2,1,2,0,4,0,0,0,0,0,55,2,1060,1070,1120,1150,1080,1120,2021-22
Malang Sarr,Chelsea,30,DEF,0,0,4,2,0,7,0,0,0,0,4,50,4,1290,1320,1300,1300,1250,1290,2021-22
Issa Diop,West Ham,30,DEF,0,1,2,0,0,19,0,0,0,0,2,45,3,1130,1190,1110,1150,1160,1180,2021-22
Jack Butland,Crystal Palace,30,GK,0,0,1,0,0,13,0,0,1,17,3,45,3,1090,1100,1110,1160,1080,1160,2021-22
Fabio Silva,Wolves,30,FWD,0,1,0,0,0,7,0,0,0,0,0,60,3,1200,1170,1150,1160,1080,1100,2021-22
Jesse Lingard,Man Utd,29,MID,2,0,0,1,0,13,0,0,0,0,1,70,4,1210,1270,1170,1190,1190,1200,2021-22
Rob Holding,Arsenal,29,DEF,1,0,2,2,1,16,0,0,0,0,2,45,4,1250,1270,1150,1210,1190,1220,2021-22
Nathan Tella,Southampton,29,MID,0,2,1,2,0,18,0,0,0,0,0,50,3,1080,1110,1090,1140,1120,1090,2021-22
James Justin,Leicester,29,DEF,0,0,2,0,0,13,0,0,0,0,1,50,3,1090,1200,1100,1080,1150,1160,2021-22
Japhet Tanganga,Spurs,29,DEF,0,0,5,2,1,11,0,0,0,0,0,45,4,1210,1270,1190,1200,1210,1210,2021-22
Arthur Masuaku,West Ham,29,DEF,1,1,1,1,0,12,0,0,0,0,3,45,3,1130,1190,1110,1150,1160,1180,2021-22
Patrick Bamford,Leeds,28,FWD,2,2,0,2,0,14,0,0,0,0,2,80,3,1070,1080,1080,1070,1100,1100,2021-22
Jeremy Ngakia,Watford,28,DEF,0,0,2,0,0,19,0,0,0,0,2,45,2,1060,1030,1090,1040,1120,1070,2021-22
Takumi Minamino,Liverpool,28,MID,3,0,0,1,0,1,0,0,0,0,2,55,5,1340,1360,1300,1350,1340,1350,2021-22
Isaac Hayden,Newcastle,28,MID,1,0,0,5,0,25,0,0,0,0,3,45,3,1090,1170,1050,1030,1040,1070,2021-22
Mohamed Naser El Sayed Elneny,Arsenal,27,MID,0,2,0,1,0,17,0,0,0,0,0,45,4,1250,1270,1150,1210,1190,1220,2021-22
Moisés Caicedo,Brighton,27,MID,1,1,4,2,0,6,0,0,0,0,1,45,3,1100,1090,1160,1160,1100,1120,2021-22
Ferran Torres,Man City,26,MID,2,1,3,0,0,1,0,0,0,0,2,70,5,1350,1370,1340,1360,1340,1360,2021-22
Ken Sema,Watford,26,MID,0,0,2,1,0,16,0,0,0,0,0,55,2,1060,1030,1090,1040,1120,1070,2021-22
Daniel Bachmann,Watford,25,GK,0,0,0,0,0,28,0,0,0,47,0,45,2,1060,1030,1090,1040,1120,1070,2021-22
Andriy Yarmolenko,West Ham,25,MID,1,0,1,1,0,4,0,0,0,0,0,55,3,1130,1190,1110,1150,1160,1180,2021-22
Adam Masina,Watford,25,DEF,0,1,1,0,0,26,0,0,0,0,2,45,2,1060,1030,1090,1040,1120,1070,2021-22
Nampalys Mendy,Leicester,24,MID,0,0,2,3,0,15,0,0,0,0,0,45,3,1090,1200,1100,1080,1150,1160,2021-22
Yerry Mina,Everton,24,DEF,0,0,2,3,0,10,0,0,0,0,0,50,2,1050,1090,1130,1090,1110,1110,2021-22
Robin Koch,Leeds,23,DEF,0,0,1,3,0,40,0,0,0,0,0,45,3,1070,1080,1080,1070,1100,1100,2021-22
Lukas Rupp,Norwich,23,MID,0,0,0,0,0,16,0,0,0,0,0,45,2,1030,1040,1040,1040,1040,1030,2021-22
Marvelous Nakamba,Aston Villa,22,MID,0,0,2,5,0,20,0,0,0,0,0,45,3,1100,1100,1140,1110,1090,1090,2021-22
Divock Origi,Liverpool,22,FWD,3,0,0,0,0,0,0,0,0,0,3,50,5,1340,1360,1300,1350,1340,1350,2021-22
Héctor Junior Firpo Adames,Leeds,22,DEF,0,2,1,11,0,49,1,0,0,0,4,50,3,1070,1080,1080,1070,1100,1100,2021-22
Anwar El Ghazi,Everton,22,MID,1,1,1,2,0,8,0,0,0,0,1,60,2,1050,1090,1130,1090,1110,1110,2021-22
Joseph Gomez,Liverpool,22,DEF,0,1,2,2,0,3,0,0,0,0,2,50,5,1340,1360,1300,1350,1340,1350,2021-22
Tanguy Ndombele,Spurs,22,MID,1,1,0,1,0,11,0,0,0,0,0,60,4,1210,1270,1190,1200,1210,1210,2021-22
Mads Bech Sørensen,Brentford,22,DEF,0,0,2,3,0,14,0,0,0,0,1,45,2,1060,1070,1120,1150,1080,1120,2021-22
Pedro Lomba Neto,Wolves,22,MID,1,1,0,3,0,14,0,0,0,0,0,65,3,1200,1170,1150,1160,1080,1100,2021-22
Christian Kabasele,Watford,21,DEF,0,0,1,0,0,30,0,0,0,0,0,45,2,1060,1030,1090,1040,1120,1070,2021-22
Jonjoe Kenny,Everton,21,DEF,0,1,1,1,1,24,0,0,0,0,0,45,2,1050,1090,1130,1090,1110,1110,2021-22
Matt Ritchie,Newcastle,20,DEF,0,2,0,5,0,37,0,0,0,0,0,50,3,1090,1170,1050,1030,1040,1070,2021-22
Karl Darlow,Newcastle,20,GK,0,0,0,1,0,15,0,0,0,24,3,45,3,1090,1170,1050,1030,1040,1070,2021-22
Sam Byram,Norwich,20,DEF,0,0,2,3,0,27,0,0,0,0,0,45,2,1030,1040,1040,1040,1040,1030,2021-22
Kortney Hause,Aston Villa,20,DEF,1,0,1,0,0,9,0,0,0,0,3,45,3,1100,1100,1140,1110,1090,1090,2021-22
Mark Noble,West Ham,19,MID,1,0,1,0,0,5,0,1,0,0,1,45,3,1130,1190,1110,1150,1160,1180,2021-22
Shane Long,Southampton,19,FWD,1,0,0,1,0,5,0,0,0,0,0,55,3,1080,1110,1090,1140,1120,1090,2021-22
Jamie Shackleton,Leeds,19,MID,0,1,1,4,0,14,0,0,0,0,0,45,3,1070,1080,1080,1070,1100,1100,2021-22
Kepa Arrizabalaga,Chelsea,19,GK,0,0,2,0,0,2,0,0,0,11,1,50,4,1290,1320,1300,1300,1250,1290,2021-22
Luka Milivojevic,Crystal Palace,19,MID,0,0,1,1,0,16,1,0,0,0,0,55,3,1090,1100,1110,1160,1080,1160,2021-22
Fabian Delph,Everton,18,MID,0,0,3,2,0,6,0,0,0,0,0,45,2,1050,1090,1130,1090,1110,1110,2021-22
André Filipe Tavares Gomes,Everton,18,MID,0,1,0,3,0,19,0,0,0,0,0,50,2,1050,1090,1130,1090,1110,1110,2021-22
William Troost-Ekong,Watford,18,DEF,0,0,0,3,0,30,0,0,0,0,0,45,2,1060,1030,1090,1040,1120,1070,2021-22
Przemyslaw Placheta,Norwich,18,MID,0,0,1,1,0,12,0,0,0,0,0,50,2,1030,1040,1040,1040,1040,1030,2021-22
Willy Boly,Wolves,17,DEF,0,0,1,1,0,20,0,0,0,0,0,50,3,1200,1170,1150,1160,1080,1100,2021-22
James Tomkins,Crystal Palace,17,DEF,1,0,0,2,0,11,0,0,0,0,2,45,3,1090,1100,1110,1160,1080,1160,2021-22
Wesley Fofana,Leicester,17,DEF,0,0,1,2,0,7,0,0,0,0,2,45,3,1090,1200,1100,1080,1150,1160,2021-22
Christos Tzolis,Norwich,16,MID,0,0,0,0,0,9,0,0,0,0,0,50,2,1030,1040,1040,1040,1040,1030,2021-22
Carney Chukwuemeka,Aston Villa,16,MID,0,1,0,0,0,6,0,0,0,0,0,45,3,1100,1100,1140,1110,1090,1090,2021-22
Sam Greenwood,Leeds,15,FWD,0,2,0,0,0,5,0,0,0,0,0,45,3,1070,1080,1080,1070,1100,1100,2021-22
Ross Barkley,Chelsea,14,MID,1,0,1,0,0,2,0,0,0,0,1,55,4,1290,1320,1300,1300,1250,1290,2021-22
Ki-Jana Hoever,Wolves,14,DEF,0,0,1,1,0,5,0,0,0,0,0,40,3,1200,1170,1150,1160,1080,1100,2021-22
Andrew Omobamidele,Norwich,14,DEF,1,0,0,1,0,9,0,0,0,0,3,40,2,1030,1040,1040,1040,1040,1030,2021-22
Anthony Martial,Man Utd,14,FWD,1,0,0,0,0,3,0,0,0,0,2,80,4,1210,1270,1170,1190,1190,1200,2021-22
Axel Tuanzebe,Man Utd,14,DEF,0,0,1,1,0,10,0,0,0,0,0,45,4,1210,1270,1170,1190,1190,1200,2021-22
Ciaran Clark,Newcastle,14,DEF,0,1,0,2,1,27,0,0,0,0,1,45,3,1090,1170,1050,1030,1040,1070,2021-22
Morgan Sanson,Aston Villa,13,MID,0,0,0,0,0,8,0,0,0,0,0,50,3,1100,1100,1140,1110,1090,1090,2021-22
Bertrand Traoré,Aston Villa,13,MID,0,1,0,0,0,3,0,0,0,0,0,60,3,1100,1100,1140,1110,1090,1090,2021-22
Moussa Djenepo,Southampton,13,MID,0,0,1,3,0,10,0,0,0,0,0,55,3,1080,1110,1090,1140,1120,1090,2021-22
Asmir Begović,Everton,13,GK,0,0,1,0,0,8,0,0,0,11,3,40,2,1050,1090,1130,1090,1110,1110,2021-22
Steven Alzate,Brighton,13,MID,0,0,0,0,0,7,0,0,0,0,0,50,3,1100,1090,1160,1160,1100,1120,2021-22
Theo Walcott,Southampton,12,MID,0,0,0,0,0,8,0,0,0,0,0,60,3,1080,1110,1090,1140,1120,1090,2021-22
Tom Davies,Everton,12,MID,1,0,0,1,0,9,0,0,0,0,0,50,2,1050,1090,1130,1090,1110,1110,2021-22
Ainsley Maitland-Niles,Arsenal,12,MID,0,0,2,0,0,4,0,0,0,0,0,55,4,1250,1270,1150,1210,1190,1220,2021-22
Harvey Elliott,Liverpool,12,MID,0,0,2,0,0,2,0,0,0,0,0,55,5,1340,1360,1300,1350,1340,1350,2021-22
Jack Stephens,Southampton,12,DEF,0,0,1,3,0,19,0,0,0,0,0,45,3,1080,1110,1090,1140,1120,1090,2021-22
Giovani Lo Celso,Spurs,11,MID,0,0,0,0,0,5,0,0,0,0,0,60,4,1210,1270,1190,1200,1210,1210,2021-22
Dan Gosling,Watford,11,MID,1,0,1,0,0,5,0,0,0,0,0,50,2,1060,1030,1090,1040,1120,1070,2021-22
Federico Fernández,Newcastle,11,DEF,0,1,0,0,0,12,0,0,0,0,0,45,3,1090,1170,1050,1030,1040,1070,2021-22
Jannik Vestergaard,Leicester,11,DEF,0,0,1,2,0,16,0,0,0,0,0,50,3,1090,1200,1100,1080,1150,1160,2021-22
Marcus Forss,Brentford,11,FWD,0,1,0,0,0,4,0,0,0,0,0,55,2,1060,1070,1120,1150,1080,1120,2021-22
Oghenekaro Peter Etebo,Watford,10,MID,0,0,0,3,0,8,0,0,0,0,0,45,2,1060,1030,1090,1040,1120,1070,2021-22
Charlie Goode,Brentford,10,DEF,0,0,1,3,0,6,0,0,0,0,0,40,2,1060,1070,1120,1150,1080,1120,2021-22
Bernd Leno,Arsenal,10,GK,0,0,1,0,0,9,0,0,0,10,0,50,4,1250,1270,1150,1210,1190,1220,2021-22
Todd Cantwell,Norwich,10,MID,0,0,0,2,0,15,0,0,0,0,0,55,2,1030,1040,1040,1040,1040,1030,2021-22
Jamal Lewis,Newcastle,10,DEF,0,0,1,1,0,4,0,0,0,0,0,45,3,1090,1170,1050,1030,1040,1070,2021-22
Juan Mata,Man Utd,10,MID,0,0,1,0,0,4,0,0,0,0,0,50,4,1210,1270,1170,1190,1190,1200,2021-22
Freddie Woodman,Newcastle,9,GK,0,0,0,0,0,12,0,0,1,10,0,45,3,1090,1170,1050,1030,1040,1070,2021-22
Bryan Gil Salvatierra,Spurs,9,MID,0,0,0,0,0,1,0,0,0,0,0,60,4,1210,1270,1190,1200,1210,1210,2021-22
Yan Valery,Southampton,9,DEF,0,0,1,0,0,7,0,0,0,0,0,40,3,1080,1110,1090,1140,1120,1090,2021-22
Jacob Sørensen,Norwich,9,DEF,0,0,0,0,0,18,0,0,0,0,0,45,2,1030,1040,1040,1040,1040,1030,2021-22
Cole Palmer,Man City,9,MID,0,1,1,0,0,0,0,0,0,0,0,45,5,1350,1370,1340,1360,1340,1360,2021-22
Hamza Choudhury,Leicester,8,MID,0,0,1,1,0,4,0,0,0,0,0,45,3,1090,1200,1100,1080,1150,1160,2021-22
Caoimhin Kelleher,Liverpool,8,GK,0,0,1,0,0,2,0,0,0,6,0,45,5,1340,1360,1300,1350,1340,1350,2021-22
Jeff Hendrick,Newcastle,8,MID,1,0,0,0,0,3,0,0,0,0,0,50,3,1090,1170,1050,1030,1040,1070,2021-22
Dwight Gayle,Newcastle,7,FWD,0,0,0,1,0,0,0,0,0,0,0,55,3,1090,1170,1050,1030,1040,1070,2021-22
Zack Steffen,Man City,7,GK,0,0,1,0,0,0,0,0,0,2,1,45,5,1350,1370,1340,1360,1340,1360,2021-22
Kevin Long,Burnley,7,DEF,0,0,0,1,0,7,0,0,0,0,0,40,2,1060,1060,1080,1130,1060,1100,2021-22
Ryan Fredericks,West Ham,7,DEF,0,0,0,1,0,6,0,0,0,0,0,45,3,1130,1190,1110,1150,1160,1180,2021-22
Danny Rose,Watford,7,DEF,0,0,0,4,0,16,0,0,0,0,0,45,2,1060,1030,1090,1040,1120,1070,2021-22
Luke Cundle,Wolves,7,MID,0,0,1,0,0,1,0,0,0,0,0,45,3,1200,1170,1150,1160,1080,1100,2021-22
Jarrad Branthwaite,Everton,7,DEF,1,0,0,0,1,17,0,0,0,0,1,40,2,1050,1090,1130,1090,1110,1110,2021-22
Pelenda Joshua Dasilva,Brentford,7,MID,0,0,0,0,1,6,0,0,0,0,0,55,2,1060,1070,1120,1150,1080,1120,2021-22
Paul Dummett,Newcastle,7,DEF,0,0,1,2,0,1,0,0,0,0,0,45,3,1090,1170,1050,1030,1040,1070,2021-22
Crysencio Summerville,Leeds,6,MID,0,0,0,0,0,1,0,0,0,0,0,45,3,1070,1080,1080,1070,1100,1100,2021-22
William Smallbone,Southampton,5,MID,0,0,0,0,0,5,0,0,0,0,0,45,3,1080,1110,1090,1140,1120,1090,2021-22
Francisco Sierralta,Watford,5,DEF,0,0,0,0,0,9,1,0,0,0,0,45,2,1060,1030,1090,1040,1120,1070,2021-22
Aaron Connolly,Brighton,5,FWD,0,0,0,0,0,1,0,0,0,0,0,55,3,1100,1090,1160,1160,1100,1120,2021-22
Jairo Riedewald,Crystal Palace,4,MID,0,0,0,0,0,5,0,0,0,0,0,50,3,1090,1100,1110,1160,1080,1160,2021-22
Ryan Bertrand,Leicester,4,DEF,0,0,0,1,0,7,0,0,0,0,0,50,3,1090,1200,1100,1080,1150,1160,2021-22
Jesurun Rak-Sakyi,Crystal Palace,4,MID,0,0,1,0,0,0,0,0,0,0,0,45,3,1090,1100,1110,1160,1080,1160,2021-22
Wayne Hennessey,Burnley,4,GK,0,0,0,0,0,6,0,0,0,8,0,45,2,1060,1060,1080,1130,1060,1100,2021-22
Neco Williams,Liverpool,4,DEF,0,1,0,0,0,0,0,0,0,0,0,40,5,1340,1360,1300,1350,1340,1350,2021-22
Dale Stephens,Burnley,4,MID,0,0,1,1,0,0,0,0,0,0,0,45,2,1060,1060,1080,1130,1060,1100,2021-22
Mads Bidstrup,Brentford,4,MID,0,0,0,0,0,0,0,0,0,0,0,45,2,1060,1070,1120,1150,1080,1120,2021-22
Benjamin Mendy,Man City,3,DEF,0,0,0,0,0,1,0,0,0,0,1,55,5,1350,1370,1340,1360,1340,1360,2021-22
Jean-Philippe Gbamin,Everton,3,MID,0,0,0,0,0,2,0,0,0,0,0,45,2,1050,1090,1130,1090,1110,1110,2021-22
Joe Rodon,Spurs,3,DEF,0,0,0,0,0,3,0,0,0,0,0,45,4,1210,1270,1190,1200,1210,1210,2021-22
Danny Ward,Leicester,3,GK,0,0,0,0,0,1,0,0,0,4,0,40,3,1090,1200,1100,1080,1150,1160,2021-22
Ashley Fletcher,Watford,3,FWD,0,0,0,0,0,0,0,0,0,0,0,50,2,1060,1030,1090,1040,1120,1070,2021-22
Dominic Thompson,Brentford,3,DEF,0,0,0,0,0,3,0,0,0,0,0,45,2,1060,1070,1120,1150,1080,1120,2021-22
John Ruddy,Wolves,3,GK,0,0,0,0,0,3,0,0,0,4,0,45,3,1200,1170,1150,1160,1080,1100,2021-22
Taylor Richards,Brighton,2,MID,0,0,0,0,0,0,0,0,0,0,0,45,3,1100,1090,1160,1160,1100,1120,2021-22
Troy Deeney,Watford,2,FWD,0,0,0,0,0,1,0,0,0,0,0,55,2,1060,1030,1090,1040,1120,1070,2021-22
Folarin Balogun,Arsenal,2,FWD,0,0,0,0,0,1,0,0,0,0,0,50,4,1250,1270,1150,1210,1190,1220,2021-22
Kristoffer Klaesson,Leeds,2,GK,0,0,0,0,0,0,0,0,0,4,0,45,3,1070,1080,1080,1070,1100,1100,2021-22
Eric Bailly,Man Utd,2,DEF,0,0,0,1,0,4,1,0,0,0,0,50,4,1210,1270,1170,1190,1190,1200,2021-22
Alphonse Areola,West Ham,2,GK,0,0,0,0,0,1,0,0,0,2,0,50,3,1130,1190,1110,1150,1160,1180,2021-22
Jason Steele,Brighton,2,GK,0,0,0,0,0,2,0,0,0,3,0,40,3,1100,1090,1160,1160,1100,1120,2021-22
Hélder Wander Sousa de Azevedo e Costa,Leeds,1,MID,0,0,0,0,0,0,0,0,0,0,0,55,3,1070,1080,1080,1070,1100,1100,2021-22
Reiss Nelson,Arsenal,1,MID,0,0,0,0,0,1,0,0,0,0,0,50,4,1250,1270,1150,1210,1190,1220,2021-22
Jed Steer,Aston Villa,1,GK,0,0,0,0,0,3,0,0,0,1,0,40,3,1100,1100,1140,1110,1090,1090,2021-22
Morgan Gibbs-White,Wolves,1,MID,0,0,0,1,0,0,0,0,0,0,0,45,3,1200,1170,1150,1160,1080,1100,2021-22
Dane Scarlett,Spurs,1,FWD,0,0,0,0,0,0,0,0,0,0,0,45,4,1210,1270,1190,1200,1210,1210,2021-22
Mahmoud Ahmed Ibrahim Hassan,Aston Villa,1,MID,0,0,0,0,0,1,0,0,0,0,0,55,3,1100,1100,1140,1110,1090,1090,2021-22
Tariqe Fosu-Henry,Brentford,1,MID,0,0,0,0,0,0,0,0,0,0,0,55,2,1060,1070,1120,1150,1080,1120,2021-22
Keinan Davis,Aston Villa,1,FWD,0,0,0,0,0,0,0,0,0,0,0,45,3,1100,1100,1140,1110,1090,1090,2021-22
Chem Campbell,Wolves,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,3,1200,1170,1150,1160,1080,1100,2021-22
