name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship
Elias Kachunga,Huddersfield,29,FWD,0,0,1,2,0,30,0,0,0,0,0,50,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Fabian Delph,Man City,29,DEF,0,1,3,1,1,9,0,0,0,0,2,55,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Mohamed Elyounoussi,Southampton,28,MID,0,0,4,0,0,10,0,0,0,0,0,65,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Morgan Schneiderlin,Everton,28,MID,0,1,5,2,0,9,0,0,0,0,0,45,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Kyle Walker-Peters,Spurs,28,DEF,0,3,2,1,0,4,0,0,0,0,4,45,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Aboubakar Kamara,Fulham,28,FWD,3,0,1,2,0,17,0,1,0,0,2,45,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Rachid Ghezzal,Leicester,28,MID,1,0,1,3,0,13,0,0,0,0,2,55,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Lys Mousset,Bournemouth,28,FWD,1,0,0,1,0,15,0,0,0,0,0,50,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Andriy Yarmolenko,West Ham,27,MID,2,1,1,2,0,6,0,0,0,0,2,70,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
José Diogo Dalot Teixeira,Man Utd,27,DEF,0,2,1,3,0,18,0,0,0,0,0,55,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Andreas Pereira,Man Utd,27,MID,1,1,1,5,0,13,0,0,0,0,2,50,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Tom Davies,Everton,26,MID,0,0,2,3,0,19,0,0,0,0,0,55,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Marouane Fellaini,Man Utd,26,MID,0,2,1,1,0,14,0,0,0,0,0,50,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Martin Kelly,Crystal Palace,26,DEF,0,0,3,2,0,21,1,0,0,0,1,40,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Adam Masina,Watford,26,DEF,0,1,2,5,0,20,0,0,0,0,1,45,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Phil Foden,Man City,25,MID,1,0,2,0,0,0,0,0,0,0,3,50,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Shinji Okazaki,Leicester,25,FWD,0,1,0,0,0,4,0,0,0,0,0,55,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Tom Cleverley,Watford,25,MID,1,0,3,2,0,7,0,0,0,0,2,50,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Rob Holding,Arsenal,24,DEF,0,0,1,1,0,10,0,0,0,0,5,45,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Yoshinori Muto,Newcastle,24,FWD,1,0,1,1,0,10,0,0,0,0,0,60,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Floyd Ayité,Fulham,24,MID,1,0,0,0,0,13,0,0,0,0,0,45,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Victor Wanyama,Spurs,24,MID,1,0,3,2,0,4,0,0,0,0,2,50,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jon Gorenc Stankovic,Huddersfield,24,DEF,1,0,2,2,0,20,0,0,0,0,2,40,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Petr Cech,Arsenal,24,GK,0,0,1,0,0,9,0,0,0,27,3,50,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Serge Aurier,Spurs,24,DEF,0,2,2,1,0,9,0,0,0,0,0,60,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Rúben Gonçalo Silva Nascimento Vinagre,Wolves,24,DEF,0,0,1,1,0,9,0,0,0,0,0,45,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Adam Lallana,Liverpool,23,MID,0,1,3,1,0,3,0,0,0,0,0,70,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Manolo Gabbiadini,Southampton,23,FWD,1,0,0,0,0,12,0,0,0,0,3,60,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Scott Dann,Crystal Palace,23,DEF,0,1,2,1,0,10,0,0,0,0,0,45,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Danny Ward,Cardiff,22,MID,1,0,0,0,0,14,0,0,0,0,0,45,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Lewis Cook,Bournemouth,22,MID,0,0,3,2,0,10,0,0,0,0,0,50,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Andreas Christensen,Chelsea,22,DEF,0,0,3,1,0,7,0,0,0,0,0,55,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Emerson Palmieri dos Santos,Chelsea,22,DEF,0,0,2,0,0,11,0,0,0,0,1,55,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Phil Jagielka,Everton,22,DEF,1,0,2,0,1,4,0,0,0,0,3,45,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Matej Vydra,Burnley,21,FWD,1,1,0,1,0,7,0,0,0,0,0,60,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Hamza Choudhury,Leicester,20,MID,0,0,4,0,0,4,0,0,0,0,0,45,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Robbie Brady,Burnley,20,MID,0,1,1,3,1,17,0,0,0,0,0,55,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Adama Diakhaby,Huddersfield,19,MID,0,1,1,1,0,16,0,0,0,0,0,50,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Danny Welbeck,Arsenal,19,FWD,1,1,0,0,0,3,0,0,0,0,3,65,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Alfie Mawson,Fulham,19,DEF,0,0,1,2,0,26,0,0,0,0,2,50,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Jonjoe Kenny,Everton,19,DEF,0,1,1,1,0,15,0,0,0,0,0,45,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Callum Hudson-Odoi,Chelsea,18,MID,0,1,2,0,0,5,0,0,0,0,1,45,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Domingos Quina,Watford,17,MID,1,0,0,0,0,5,0,0,0,0,2,45,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jack Wilshere,West Ham,17,MID,0,2,1,2,0,10,0,0,0,0,0,50,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Kevin McDonald,Fulham,17,MID,0,0,0,4,1,27,0,0,0,0,0,45,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Antonio Valencia,Man Utd,17,DEF,0,0,2,2,0,5,0,0,0,0,1,65,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Eric Bailly,Man Utd,16,DEF,0,0,1,0,1,13,0,0,0,0,0,55,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jacob Murphy,Newcastle,16,MID,0,1,1,0,0,8,0,0,0,0,0,50,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Kevin Long,Burnley,16,DEF,0,1,1,0,0,9,0,0,0,0,0,45,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
David Button,Brighton,15,GK,0,0,1,0,0,5,0,0,0,14,2,40,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Daniel Amartey,Leicester,15,MID,0,0,1,2,0,9,0,0,0,0,0,45,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Dominic Solanke,Bournemouth,15,FWD,0,1,0,0,0,5,0,0,0,0,0,50,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jason Puncheon,Huddersfield,15,MID,0,0,1,1,0,9,0,0,0,0,0,45,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Marcus Bettinelli,Fulham,15,GK,0,0,0,1,0,20,0,0,1,20,0,45,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Leon Balogun,Brighton,15,DEF,1,0,0,2,0,10,0,0,0,0,0,45,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Stephan Lichtsteiner,Arsenal,14,DEF,0,0,0,3,0,18,0,0,0,0,0,50,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Matteo Darmian,Man Utd,14,DEF,0,0,1,0,0,8,0,0,0,0,2,50,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Timothy Fosu-Mensah,Fulham,14,DEF,0,0,1,3,0,18,1,0,0,0,1,45,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Mousa Dembélé,Spurs,14,MID,0,0,1,1,0,6,0,0,0,0,0,50,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Willy Caballero,Chelsea,13,GK,0,0,2,0,0,0,0,0,0,3,0,50,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Joel Ward,Crystal Palace,13,DEF,1,0,0,1,0,14,0,0,0,0,0,45,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Alexander Sørloth,Crystal Palace,12,FWD,0,0,0,0,0,3,0,0,0,0,0,50,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Danny Simpson,Leicester,12,DEF,0,0,1,0,0,4,0,0,0,0,0,45,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Andy Carroll,West Ham,12,FWD,0,0,0,2,0,7,0,0,0,0,0,55,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Stefan Johansen,Fulham,11,MID,0,0,0,4,0,12,0,0,0,0,0,55,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Joshua Sims,Southampton,11,MID,0,1,0,0,0,6,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Nathaniel Chalobah,Watford,10,MID,0,0,0,2,0,7,0,0,0,0,0,45,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Rajiv van La Parra,Huddersfield,10,MID,0,0,1,0,0,6,0,0,0,0,0,50,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Mohamed Elneny,Arsenal,10,MID,0,0,0,0,0,5,0,0,0,0,0,45,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Bonatini Lohner Maia Bonatini,Wolves,10,FWD,0,1,0,0,0,0,0,0,0,0,0,50,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Jack Simpson,Bournemouth,10,DEF,0,0,1,0,0,9,1,0,0,0,0,40,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Steven Defour,Burnley,10,MID,0,0,0,0,0,14,0,0,0,0,0,55,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Greg Cunninghamm,Cardiff,9,DEF,0,0,1,3,0,17,0,0,0,0,0,45,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Connor Wickham,Crystal Palace,9,FWD,0,1,0,0,0,1,0,0,0,0,0,50,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Ben Hamer,Huddersfield,9,GK,0,0,0,0,0,21,0,0,0,24,0,40,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Carlos Sánchez,West Ham,9,MID,0,0,0,0,0,4,0,0,0,0,0,45,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Steven Davis,Southampton,9,MID,0,1,0,0,0,4,0,0,0,0,2,50,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Tommy Smith,Huddersfield,9,DEF,0,0,1,2,1,37,0,0,0,0,0,45,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Vicente Iborra,Leicester,9,MID,0,0,0,0,0,4,0,0,0,0,0,50,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Davide Zappacosta,Chelsea,9,DEF,0,0,1,0,0,0,0,0,0,0,0,55,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Fabricio Agosto Ramírez,Fulham,8,GK,0,0,0,0,0,5,0,0,0,15,2,45,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Diego Rico,Bournemouth,8,DEF,0,0,0,1,0,19,0,0,0,0,0,45,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
John Ruddy,Wolves,7,GK,0,0,1,0,0,0,0,0,0,3,0,45,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Stephen Ward,Burnley,7,DEF,0,0,1,1,0,6,0,0,0,0,0,50,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Neeskens Kebano,Fulham,7,MID,0,0,0,0,0,3,0,0,0,0,0,45,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Caglar Söyüncü,,7,,0,0,0,1,0,3,0,0,0,0,0,50,3.0,,,,,,,,2018-19,0
Leighton Baines,Everton,7,DEF,0,0,0,0,0,6,0,0,0,0,0,55,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Ben Gibson,Burnley,6,DEF,1,0,0,1,0,3,0,0,0,0,0,50,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Danny Williams,Huddersfield,6,MID,0,0,1,1,0,1,0,0,0,0,0,45,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Cesc Fàbregas,Chelsea,6,MID,0,0,0,1,0,2,0,0,0,0,0,65,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Mason Holgate,Everton,5,DEF,0,0,0,1,0,9,0,0,0,0,0,45,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Tyrone Mings,Bournemouth,5,DEF,0,0,0,0,0,4,0,0,0,0,0,45,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Gary Madine,Cardiff,5,FWD,0,0,0,0,0,3,0,0,0,0,0,45,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Michel Vorm,Spurs,5,GK,0,0,0,0,0,4,0,0,0,9,1,50,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jermain Defoe,Bournemouth,4,FWD,0,0,0,0,0,2,0,0,0,0,0,60,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Ramadan Sobhi,Huddersfield,4,MID,0,0,0,0,0,2,0,0,0,0,0,50,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Ibrahima Cissé,Fulham,4,MID,0,0,0,0,0,4,0,0,0,0,0,45,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Georges-Kévin Nkoudou,Spurs,4,MID,0,1,0,0,0,0,0,0,0,0,0,50,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Alberto Moreno,Liverpool,4,DEF,0,0,0,0,0,2,0,0,0,0,0,45,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Bakary Sako,Crystal Palace,4,MID,0,0,0,0,0,2,0,0,0,0,0,50,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Miguel Britos,Watford,3,DEF,0,0,0,0,0,5,0,0,0,0,0,45,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Konstantinos Mavropanos,Arsenal,3,DEF,0,0,0,1,0,1,0,0,0,0,0,50,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Christian Fuchs,Leicester,3,DEF,0,0,0,0,0,5,0,0,0,0,0,45,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Adrien Sebastian Perruchet Silva,Leicester,3,MID,0,0,0,0,0,1,0,0,0,0,0,50,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Alex Oxlade-Chamberlain,Liverpool,2,MID,0,0,0,0,0,0,0,0,0,0,0,65,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Abdelhamid Sabiri,Huddersfield,2,MID,0,0,0,0,0,3,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Loïc Damour,Cardiff,2,MID,0,0,0,0,0,2,0,0,0,0,0,45,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Victor Moses,Chelsea,2,DEF,0,0,0,0,0,1,0,0,0,0,0,60,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Collin Quaner,Huddersfield,2,FWD,0,0,0,0,0,2,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Marcos Rojo,Man Utd,2,DEF,0,0,0,2,0,5,1,0,0,0,0,50,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Ashley Darel Jazz Richards,Cardiff,2,DEF,0,0,0,0,0,4,0,0,0,0,0,40,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Fraser Forster,Southampton,2,GK,0,0,0,0,0,3,0,0,0,3,0,45,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Marc Navarro,Watford,2,DEF,0,0,0,0,0,3,0,0,0,0,0,45,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Gary Cahill,Chelsea,2,DEF,0,0,0,0,0,0,0,0,0,0,0,55,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Emerson Hyndman,Bournemouth,1,MID,0,0,0,0,0,2,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Sebastian Prödl,Watford,1,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Stefano Okaka,Watford,1,FWD,0,0,0,1,0,1,0,0,0,0,0,50,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Will Norris,Wolves,1,GK,0,0,0,0,0,0,0,0,0,0,0,40,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
James McCarthy,Everton,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Julian Speroni,Crystal Palace,1,GK,0,0,0,0,0,4,0,0,0,5,0,40,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Fousseni Diabaté,Leicester,1,MID,0,0,0,0,0,1,0,0,0,0,0,50,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Pape Souaré,Crystal Palace,1,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Luke Amos,Spurs,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jason Steele,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Heurelho Gomes,Watford,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Markus Suttner,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Mikel Merino,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Thibaut Courtois,Chelsea,0,GK,0,0,0,0,0,0,0,0,0,0,0,55,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Tom Ince,Huddersfield,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Tiemoué Bakayoko,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Anthony Pilkington,Cardiff,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Ezequiel Schelotto,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Kevin Mirallas,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Nahki Wells,Burnley,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Tomer Hemed,Brighton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Maarten Stekelenburg,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Younes Kaboul,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Loris Karius,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0,50,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Yohan Benalouane,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jairo Riedewald,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Yannick Bolasie,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,60,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Winston Reid,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Lee Grant,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,50,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Filip Benkovic,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Adrián San Miguel del Castillo,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Marc Pugh,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Alex Smithies,Cardiff,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Ashley Williams,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Kortney Hause,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Anders Lindegaard,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Tammy Abraham,Chelsea,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Matty James,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Sullay Kaikai,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Sam Byram,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Eldin Jakupovic,Leicester,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Cuco Martina,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Reece Oxford,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Daley Blind,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Guido Carrillo,Southampton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Daniel Drinkwater,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Greg Halford,Cardiff,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Danny Batth,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Reiss Nelson,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Matthew Connolly,Cardiff,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Rui Pedro da Rocha Fonte,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Danny Ward,Leicester,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jordan Hugill,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Edimilson Fernandes,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
