name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,minutes_played,min_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship,season_start,name_season
Ademipo Odubeko,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,19,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21,0,2020,Ademipo Odubeko (2020-21)
Yoshinori Muto,Newcastle,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21,0,2020,Yoshinori Muto (2020-21)
Adam Forshaw,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Adam Forshaw (2020-21)
Zak Brunt,Sheffield Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,22,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,Zak Brunt (2020-21)
Zeze Steven Sessegnon,Fulham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Zeze Steven Sessegnon (2020-21)
Aaron Mooy,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Aaron Mooy (2020-21)
Anthony Knockaert,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Anthony Knockaert (2020-21)
Tommy Doyle,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,2,5.0,1340.0,1360.0,1280.0,1320.0,1340.0,1350.0,2020-21,0,2020,Tommy Doyle (2020-21)
Anthony Mancini,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,15,2.0,1060.0,1070.0,1040.0,1090.0,1040.0,1080.0,2020-21,0,2020,Anthony Mancini (2020-21)
Teddy Jenks,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,18,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Teddy Jenks (2020-21)
Cameron Carter-Vickers,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21,0,2020,Cameron Carter-Vickers (2020-21)
Sylvester Jasper,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,38,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Sylvester Jasper (2020-21)
Caleb Taylor,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,35,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Caleb Taylor (2020-21)
Tahith Chong,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,2,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Tahith Chong (2020-21)
Bruno André Cavaco Jordao,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Bruno André Cavaco Jordao (2020-21)
Brandon Pierrick,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21,0,2020,Brandon Pierrick (2020-21)
Bobby Thomas,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,2,2.0,1060.0,1070.0,1040.0,1090.0,1040.0,1080.0,2020-21,0,2020,Bobby Thomas (2020-21)
Tawanda Maswanhise,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,35,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21,0,2020,Tawanda Maswanhise (2020-21)
Taylor Gardner-Hickman,West Brom,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,35,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Taylor Gardner-Hickman (2020-21)
Taylor Harwood-Bellis,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,17,5.0,1340.0,1360.0,1280.0,1320.0,1340.0,1350.0,2020-21,0,2020,Taylor Harwood-Bellis (2020-21)
Taylor Perry,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,14,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Taylor Perry (2020-21)
Teden Mengi,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,2,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Teden Mengi (2020-21)
Tom Heaton,Aston Villa,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,2,3.0,1100.0,1160.0,1120.0,1140.0,1080.0,1100.0,2020-21,0,2020,Tom Heaton (2020-21)
Crysencio Summerville,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,33,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Crysencio Summerville (2020-21)
Thanawat Suengchitthawon,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,30,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21,0,2020,Thanawat Suengchitthawon (2020-21)
Bjorn Engels,Aston Villa,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,2,3.0,1100.0,1160.0,1120.0,1140.0,1080.0,1100.0,2020-21,0,2020,Bjorn Engels (2020-21)
Billy Koumetio,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,35,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21,0,2020,Billy Koumetio (2020-21)
Thomas McGill,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,22,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Thomas McGill (2020-21)
Tim Iroegbunam,West Brom,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,38,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Tim Iroegbunam (2020-21)
Ben Woodburn,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,35,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21,0,2020,Ben Woodburn (2020-21)
Ben Gibson,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,2,2.0,1060.0,1070.0,1040.0,1090.0,1040.0,1080.0,2020-21,0,2020,Ben Gibson (2020-21)
Barry Douglas,Leeds,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Barry Douglas (2020-21)
Timothy Fosu-Mensah,Man Utd,0,DEF,0,0,0,1,0,2,0,0,0,0,0,45,1.0,80,2,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Timothy Fosu-Mensah (2020-21)
Toby King,West Brom,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,37,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Toby King (2020-21)
Ryan Inniss,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,2,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21,0,2020,Ryan Inniss (2020-21)
Reece Welch,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,31,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Reece Welch (2020-21)
Cyrus Christie,Fulham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Cyrus Christie (2020-21)
Ryan Finnigan,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,22,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21,0,2020,Ryan Finnigan (2020-21)
Matteo Guendouzi,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21,0,2020,Matteo Guendouzi (2020-21)
Josh Sims,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21,0,2020,Josh Sims (2020-21)
Matthew Clarke,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Matthew Clarke (2020-21)
Jordan Stevens,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Jordan Stevens (2020-21)
Matty James,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21,0,2020,Matty James (2020-21)
Jordan Hugill,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21,0,2020,Jordan Hugill (2020-21)
Max Meyer,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21,0,2020,Max Meyer (2020-21)
Max Sanders,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,18,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Max Sanders (2020-21)
Max Thompson,Burnley,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,7,2.0,1060.0,1070.0,1040.0,1090.0,1040.0,1080.0,2020-21,0,2020,Max Thompson (2020-21)
Mbwana Samatta,Aston Villa,0,FWD,0,0,0,0,0,0,0,0,0,0,0,60,,0,2,3.0,1100.0,1160.0,1120.0,1140.0,1080.0,1100.0,2020-21,0,2020,Mbwana Samatta (2020-21)
Meritan Shabani,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,3,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Meritan Shabani (2020-21)
Mesut Özil,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,70,,0,1,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21,0,2020,Mesut Özil (2020-21)
Michael Hector,Fulham,0,DEF,0,0,0,2,0,10,0,0,0,0,0,45,2.0,262,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Michael Hector (2020-21)
Jonathan Leko,West Brom,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Jonathan Leko (2020-21)
Michael Verrips,Sheffield Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,5,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,Michael Verrips (2020-21)
Jonas Lössl,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Jonas Lössl (2020-21)
Michal Karbownik,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,22,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Michal Karbownik (2020-21)
Miguel Azeez,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,31,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21,0,2020,Miguel Azeez (2020-21)
Joe Hart,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21,0,2020,Joe Hart (2020-21)
Joe Gelhardt,Leeds,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,23,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Joe Gelhardt (2020-21)
Moisés Caicedo,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,23,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Moisés Caicedo (2020-21)
Jesurun Rak-Sakyi,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,31,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21,0,2020,Jesurun Rak-Sakyi (2020-21)
Jensen Weir,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,18,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Jensen Weir (2020-21)
Jed Steer,Aston Villa,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,2,3.0,1100.0,1160.0,1120.0,1140.0,1080.0,1100.0,2020-21,0,2020,Jed Steer (2020-21)
Jean Michaël Seri,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Jean Michaël Seri (2020-21)
José Diogo Dalot Teixeira,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,2,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,José Diogo Dalot Teixeira (2020-21)
José Ignacio Peleteiro Romallo,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0,60,,0,2,3.0,1100.0,1160.0,1120.0,1140.0,1080.0,1100.0,2020-21,0,2020,José Ignacio Peleteiro Romallo (2020-21)
Matt Macey,Arsenal,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21,0,2020,Matt Macey (2020-21)
Marcus Bettinelli,Fulham,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Marcus Bettinelli (2020-21)
Luke Cundle,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,15,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Luke Cundle (2020-21)
Luke Freeman,Sheffield Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,Luke Freeman (2020-21)
Luke Mbete,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,17,5.0,1340.0,1360.0,1280.0,1320.0,1340.0,1350.0,2020-21,0,2020,Luke Mbete (2020-21)
Lewis Richards,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,16,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Lewis Richards (2020-21)
Leonardo Campana,Wolves,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Leonardo Campana (2020-21)
Leighton Clarkson,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,9,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21,0,2020,Leighton Clarkson (2020-21)
Léo Bonatini,Wolves,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Léo Bonatini (2020-21)
Mace Goodridge,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,3,2.0,1060.0,1070.0,1040.0,1090.0,1040.0,1080.0,2020-21,0,2020,Mace Goodridge (2020-21)
Lee Grant,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,11,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Lee Grant (2020-21)
Kyron Gordon,Sheffield Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,21,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,Kyron Gordon (2020-21)
Marcos Rojo,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,2,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Marcos Rojo (2020-21)
Kyle John,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,26,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Kyle John (2020-21)
Matija Sarkic,Wolves,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Matija Sarkic (2020-21)
Mark Gillespie,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21,0,2020,Mark Gillespie (2020-21)
Kgaogelo Chauke,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,17,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21,0,2020,Kgaogelo Chauke (2020-21)
Martín Montoya,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Martín Montoya (2020-21)
Kevin McDonald,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Kevin McDonald (2020-21)
Kenneth Zohore,West Brom,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Kenneth Zohore (2020-21)
Kelland Watts,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21,0,2020,Kelland Watts (2020-21)
Karlo Ziger,Chelsea,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,7,4.0,1250.0,1280.0,1260.0,1300.0,1250.0,1310.0,2020-21,0,2020,Karlo Ziger (2020-21)
Kamil Miazek,Leeds,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Kamil Miazek (2020-21)
Mateusz Bogusz,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,2,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Mateusz Bogusz (2020-21)
Kaine Hayden,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,25,3.0,1100.0,1160.0,1120.0,1140.0,1080.0,1100.0,2020-21,0,2020,Kaine Hayden (2020-21)
Juan Foyth,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21,0,2020,Juan Foyth (2020-21)
Jay-Roy Grot,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Jay-Roy Grot (2020-21)
Jason Steele,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Jason Steele (2020-21)
Nathan Bishop,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,28,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Nathan Bishop (2020-21)
Gedson Carvalho Fernandes,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21,0,2020,Gedson Carvalho Fernandes (2020-21)
Frederik Alves,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,19,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21,0,2020,Frederik Alves (2020-21)
Paulo Gazzaniga,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21,0,2020,Paulo Gazzaniga (2020-21)
Frankie Maguire,Sheffield Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,24,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,Frankie Maguire (2020-21)
Florin Andone,Brighton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Florin Andone (2020-21)
Phil Jones,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,2,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Phil Jones (2020-21)
Florian Lejeune,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21,0,2020,Florian Lejeune (2020-21)
Filip Benkovic,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21,0,2020,Filip Benkovic (2020-21)
Fikayo Tomori,Chelsea,0,DEF,0,0,0,0,0,2,0,0,0,0,0,50,,45,1,4.0,1250.0,1280.0,1260.0,1300.0,1250.0,1310.0,2020-21,0,2020,Fikayo Tomori (2020-21)
Felix Nmecha,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,14,5.0,1340.0,1360.0,1280.0,1320.0,1340.0,1350.0,2020-21,0,2020,Felix Nmecha (2020-21)
Reece Hannam,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,26,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21,0,2020,Reece Hannam (2020-21)
Faustino Anjorin,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,12,4.0,1250.0,1280.0,1260.0,1300.0,1250.0,1310.0,2020-21,0,2020,Faustino Anjorin (2020-21)
Liam Hughes,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,26,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21,0,2020,Liam Hughes (2020-21)
Facundo Pellistri,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,5,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Facundo Pellistri (2020-21)
Fabricio Agosto Ramírez,Fulham,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Fabricio Agosto Ramírez (2020-21)
Richard Nartey,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,22,2.0,1060.0,1070.0,1040.0,1090.0,1040.0,1080.0,2020-21,0,2020,Richard Nartey (2020-21)
Ellis Simms,Everton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,7,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Ellis Simms (2020-21)
Elia Caprile,Leeds,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,2,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Elia Caprile (2020-21)
Roberto Jimenez Gago,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21,0,2020,Roberto Jimenez Gago (2020-21)
David Martin,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21,0,2020,David Martin (2020-21)
Rolando Aarons,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21,0,2020,Rolando Aarons (2020-21)
Danny Ward,Leicester,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21,0,2020,Danny Ward (2020-21)
Danny Rose,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21,0,2020,Danny Rose (2020-21)
Daniel Langley,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,12,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21,0,2020,Daniel Langley (2020-21)
Ryan Astley,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,26,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Ryan Astley (2020-21)
Ryan Bennett,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Ryan Bennett (2020-21)
Nathan Ferguson,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21,0,2020,Nathan Ferguson (2020-21)
Frédéric Guilbert,Aston Villa,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,2,3.0,1100.0,1160.0,1120.0,1140.0,1080.0,1100.0,2020-21,0,2020,Frédéric Guilbert (2020-21)
Glenn Murray,Brighton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Glenn Murray (2020-21)
Harry Boyes,Sheffield Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,37,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,Harry Boyes (2020-21)
Jarrad Branthwaite,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Jarrad Branthwaite (2020-21)
James Trafford,Man City,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,7,5.0,1340.0,1360.0,1280.0,1320.0,1340.0,1350.0,2020-21,0,2020,James Trafford (2020-21)
Nathan Trott,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,26,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21,0,2020,Nathan Trott (2020-21)
