name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,minutes_played,min_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship,season_start,name_season
Kamil Grosicki,West Brom,8,MID,0,1,0,0,0,5,0,0,0,0,0,55,1.0,147,1,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Kamil Grosicki (2020-21)
Gaetano Berardi,Leeds,8,DEF,0,0,1,0,0,0,0,0,0,0,1,40,1.0,113,27,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Gaetano Berardi (2020-21)
Axel Tuanzebe,Man Utd,7,DEF,0,0,0,2,0,8,1,0,0,0,0,45,4.0,402,2,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Axel Tuanzebe (2020-21)
Scott Carson,Man City,7,GK,0,0,0,0,0,3,0,0,1,2,1,40,1.0,90,14,5.0,1340.0,1360.0,1280.0,1320.0,1340.0,1350.0,2020-21,0,2020,Scott Carson (2020-21)
Percy Tau,Brighton,7,MID,0,1,0,0,0,2,0,0,0,0,0,55,1.0,101,18,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Percy Tau (2020-21)
Emerson Palmieri dos Santos,Chelsea,7,DEF,0,0,1,0,0,0,0,0,0,0,0,50,1.0,88,1,4.0,1250.0,1280.0,1260.0,1300.0,1250.0,1310.0,2020-21,0,2020,Emerson Palmieri dos Santos (2020-21)
Eric Garcia,Man City,6,DEF,0,0,0,0,0,12,0,0,0,0,0,50,4.0,380,2,5.0,1340.0,1360.0,1280.0,1320.0,1340.0,1350.0,2020-21,0,2020,Eric Garcia (2020-21)
Ahmed El-Sayed Hegazy,West Brom,6,DEF,0,0,1,0,0,0,0,0,0,0,0,45,1.0,90,1,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Ahmed El-Sayed Hegazy (2020-21)
Neeskens Kebano,Fulham,6,MID,0,0,0,0,0,3,0,0,0,0,0,50,1.0,116,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Neeskens Kebano (2020-21)
William Smallbone,Southampton,5,MID,0,0,0,0,0,5,0,0,0,0,0,45,1.0,171,1,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21,0,2020,William Smallbone (2020-21)
Bernardo Fernandes da Silva Junior,Brighton,5,DEF,0,0,0,0,0,3,0,0,0,0,0,40,2.0,205,1,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Bernardo Fernandes da Silva Junior (2020-21)
Charlie Austin,West Brom,5,FWD,0,0,0,0,0,5,0,0,0,0,0,55,,135,1,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Charlie Austin (2020-21)
Phil Jagielka,Sheffield Utd,5,DEF,0,0,0,1,1,12,1,0,0,0,0,40,4.0,524,1,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,Phil Jagielka (2020-21)
Jonjoe Kenny,Everton,5,DEF,0,0,0,0,0,1,0,0,0,0,0,45,1.0,78,1,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Jonjoe Kenny (2020-21)
Kieran Gibbs,West Brom,5,DEF,0,0,0,1,1,25,0,0,0,0,0,45,7.0,810,1,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Kieran Gibbs (2020-21)
Kyle Edwards,West Brom,5,MID,0,0,0,0,0,3,0,0,0,0,0,50,,114,1,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Kyle Edwards (2020-21)
Brandon Williams,Man Utd,5,DEF,0,0,0,0,0,3,0,0,0,0,0,45,2.0,187,2,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Brandon Williams (2020-21)
Michael Obafemi,Southampton,4,FWD,0,0,0,0,0,2,0,0,0,0,0,50,,57,1,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21,0,2020,Michael Obafemi (2020-21)
Cenk Tosun,Everton,4,FWD,0,0,0,1,0,3,0,0,0,0,0,60,,44,1,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Cenk Tosun (2020-21)
John Ruddy,Wolves,4,GK,0,0,0,0,0,1,0,0,0,3,0,45,1.0,91,1,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,John Ruddy (2020-21)
Mamadou Sakho,Crystal Palace,4,DEF,0,0,0,0,0,8,0,0,0,0,0,45,3.0,275,1,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21,0,2020,Mamadou Sakho (2020-21)
Yan Valery,Southampton,3,DEF,0,0,0,0,0,4,0,0,0,0,0,50,1.0,101,1,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21,0,2020,Yan Valery (2020-21)
Sidnei Tavares,Leicester,3,MID,0,0,0,0,0,1,0,0,0,0,0,45,1.0,84,26,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21,0,2020,Sidnei Tavares (2020-21)
Jack O'Connell,Sheffield Utd,3,DEF,0,0,0,0,0,3,0,0,0,0,0,50,2.0,180,1,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,Jack O'Connell (2020-21)
Anthony Gordon,Everton,3,MID,0,0,0,0,0,0,0,0,0,0,0,45,,87,1,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Anthony Gordon (2020-21)
Bailey Peacock-Farrell,Burnley,3,GK,0,0,0,0,0,14,0,0,0,10,0,40,4.0,360,2,2.0,1060.0,1070.0,1040.0,1090.0,1040.0,1080.0,2020-21,0,2020,Bailey Peacock-Farrell (2020-21)
Sam Field,West Brom,3,MID,0,0,0,0,0,2,0,0,0,0,0,50,,61,1,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Sam Field (2020-21)
Wes Morgan,Leicester,3,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,16,1,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21,0,2020,Wes Morgan (2020-21)
Shkodran Mustafi,Arsenal,3,DEF,0,0,0,0,0,1,0,0,0,0,0,50,,45,1,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21,0,2020,Shkodran Mustafi (2020-21)
Wesley Moraes,Aston Villa,3,FWD,0,0,0,0,0,1,0,0,0,0,0,60,,15,2,3.0,1100.0,1160.0,1120.0,1140.0,1080.0,1100.0,2020-21,0,2020,Wesley Moraes (2020-21)
Will Norris,Burnley,3,GK,0,0,0,0,0,4,0,0,0,2,0,40,2.0,180,5,2.0,1060.0,1070.0,1040.0,1090.0,1040.0,1080.0,2020-21,0,2020,Will Norris (2020-21)
Joel Mumbongo,Burnley,3,FWD,0,0,0,1,0,1,0,0,0,0,0,45,,37,15,2.0,1060.0,1070.0,1040.0,1090.0,1040.0,1080.0,2020-21,0,2020,Joel Mumbongo (2020-21)
Shola Shoretire,Man Utd,2,MID,0,0,0,0,0,0,0,0,0,0,0,45,,9,25,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Shola Shoretire (2020-21)
Moise Kean,Everton,2,FWD,0,0,0,0,0,0,0,0,0,0,0,60,,13,1,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Moise Kean (2020-21)
Niels Nkounkou,Everton,2,DEF,0,0,0,1,0,1,0,0,0,0,0,40,1.0,80,4,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Niels Nkounkou (2020-21)
Felipe Anderson Pereira Gomes,West Ham,2,MID,0,0,0,0,0,0,0,0,0,0,0,65,,2,1,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21,0,2020,Felipe Anderson Pereira Gomes (2020-21)
Sead Kolasinac,Arsenal,2,DEF,0,0,0,0,0,1,0,0,0,0,0,50,1.0,90,1,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21,0,2020,Sead Kolasinac (2020-21)
Patrick Cutrone,Wolves,2,FWD,0,0,0,0,0,0,0,0,0,0,0,60,,23,18,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Patrick Cutrone (2020-21)
Jack Butland,Crystal Palace,2,GK,0,0,0,0,0,2,0,0,0,3,0,45,1.0,90,6,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21,0,2020,Jack Butland (2020-21)
Phil Bardsley,Burnley,2,DEF,0,0,0,2,0,8,0,0,0,0,0,45,3.0,273,2,2.0,1060.0,1070.0,1040.0,1090.0,1040.0,1080.0,2020-21,0,2020,Phil Bardsley (2020-21)
Caleb Watts,Southampton,2,MID,0,0,0,1,0,0,0,0,0,0,0,45,,36,19,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21,0,2020,Caleb Watts (2020-21)
Carney Chukwuemeka,Aston Villa,2,MID,0,0,0,0,0,0,0,0,0,0,0,45,,18,25,3.0,1100.0,1160.0,1120.0,1140.0,1080.0,1100.0,2020-21,0,2020,Carney Chukwuemeka (2020-21)
Reiss Nelson,Arsenal,2,MID,0,0,0,0,0,0,0,0,0,0,0,55,,70,1,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21,0,2020,Reiss Nelson (2020-21)
Terence Kongolo,Fulham,2,DEF,0,0,0,0,0,1,0,0,0,0,0,45,1.0,90,6,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Terence Kongolo (2020-21)
Rekeem Harper,West Brom,2,MID,0,0,0,0,0,2,0,0,0,0,0,45,,30,1,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Rekeem Harper (2020-21)
Lewis Richardson,Burnley,2,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,3,7,2.0,1060.0,1070.0,1040.0,1090.0,1040.0,1080.0,2020-21,0,2020,Lewis Richardson (2020-21)
Lee Peltier,West Brom,2,DEF,0,0,0,1,0,8,0,0,0,0,0,40,2.0,228,8,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Lee Peltier (2020-21)
Marek Rodák,Fulham,2,GK,0,0,0,0,0,5,0,0,0,4,0,45,2.0,180,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Marek Rodák (2020-21)
Konstantinos Tsimikas,Liverpool,2,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,6,1,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21,0,2020,Konstantinos Tsimikas (2020-21)
Zack Steffen,Man City,2,GK,0,0,0,0,0,1,0,0,0,1,0,45,1.0,90,2,5.0,1340.0,1360.0,1280.0,1320.0,1340.0,1350.0,2020-21,0,2020,Zack Steffen (2020-21)
David Button,West Brom,2,GK,0,0,0,0,0,2,0,0,0,4,0,40,1.0,90,1,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,David Button (2020-21)
João Virgínia,Everton,2,GK,0,0,0,0,0,0,0,0,0,3,0,45,,47,1,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,João Virgínia (2020-21)
Leif Davis,Leeds,2,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,31,1,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Leif Davis (2020-21)
Elliot Anderson,Newcastle,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,10,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21,0,2020,Elliot Anderson (2020-21)
Nathan Broadhead,Everton,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,26,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Nathan Broadhead (2020-21)
Maxime Le Marchand,Fulham,1,DEF,0,0,0,2,0,1,0,0,0,0,0,45,1.0,122,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Maxime Le Marchand (2020-21)
Rúnar Alex Rúnarsson,Arsenal,1,GK,0,0,0,0,0,0,0,0,0,2,0,45,,15,3,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21,0,2020,Rúnar Alex Rúnarsson (2020-21)
Jaden Philogene-Bidace,Aston Villa,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1,27,3.0,1100.0,1160.0,1120.0,1140.0,1080.0,1100.0,2020-21,0,2020,Jaden Philogene-Bidace (2020-21)
Willy Caballero,Chelsea,1,GK,0,0,0,0,0,3,0,0,0,0,0,50,1.0,90,1,4.0,1250.0,1280.0,1260.0,1300.0,1250.0,1310.0,2020-21,0,2020,Willy Caballero (2020-21)
Niall Huggins,Leeds,1,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,37,17,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Niall Huggins (2020-21)
Jake Vokins,Southampton,1,DEF,0,0,0,0,0,2,0,0,0,0,0,40,1.0,66,1,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21,0,2020,Jake Vokins (2020-21)
Odion Ighalo,Man Utd,1,FWD,0,0,0,0,0,1,0,0,0,0,0,65,,9,2,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Odion Ighalo (2020-21)
Oskar Buur,Wolves,1,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,22,1,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Oskar Buur (2020-21)
Rúben Gonçalo Silva Nascimento Vinagre,Wolves,1,DEF,0,0,0,0,0,7,0,0,0,0,0,45,2.0,172,1,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Rúben Gonçalo Silva Nascimento Vinagre (2020-21)
Tyrese Francois,Fulham,1,MID,0,0,0,0,0,1,0,0,0,0,0,45,,14,38,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Tyrese Francois (2020-21)
Martin Kelly,Crystal Palace,1,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,1,1,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21,0,2020,Martin Kelly (2020-21)
Antwoine Hackford,Sheffield Utd,1,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,10,17,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,Antwoine Hackford (2020-21)
Thakgalo Leshabela,Leicester,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,9,22,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21,0,2020,Thakgalo Leshabela (2020-21)
José Izquierdo,Brighton,1,MID,0,0,0,0,0,0,0,0,0,0,0,55,,8,1,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,José Izquierdo (2020-21)
Theo Corbeanu,Wolves,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,8,14,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Theo Corbeanu (2020-21)
William Fish,Man Utd,1,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1,38,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,William Fish (2020-21)
Jean-Philippe Gbamin,Everton,1,MID,0,0,0,0,0,1,0,0,0,0,0,50,,11,1,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Jean-Philippe Gbamin (2020-21)
Iliman Ndiaye,Sheffield Utd,1,MID,0,0,0,0,0,1,0,0,0,0,0,45,,11,22,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,Iliman Ndiaye (2020-21)
Reda Khadra,Brighton,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,4,18,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Reda Khadra (2020-21)
Liam Delap,Man City,1,FWD,0,0,0,0,0,4,0,0,0,0,0,45,,39,2,5.0,1340.0,1360.0,1280.0,1320.0,1340.0,1350.0,2020-21,0,2020,Liam Delap (2020-21)
Denis Odoi,Fulham,1,DEF,0,0,0,1,0,10,0,0,0,0,0,45,3.0,270,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Denis Odoi (2020-21)
Femi Seriki,Sheffield Utd,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1,37,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,Femi Seriki (2020-21)
Demarai Gray,Leicester,1,MID,0,0,0,0,0,0,0,0,0,0,0,55,,18,1,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21,0,2020,Demarai Gray (2020-21)
Hannibal Mejbri,Man Utd,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,8,38,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Hannibal Mejbri (2020-21)
Dane Scarlett,Spurs,1,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,1,23,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21,0,2020,Dane Scarlett (2020-21)
Islam Slimani,Leicester,1,FWD,0,0,0,0,0,1,0,0,0,0,0,50,,19,5,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21,0,2020,Islam Slimani (2020-21)
Jayson Molumby,Brighton,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1,3,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Jayson Molumby (2020-21)
Conor Coventry,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,24,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21,0,2020,Conor Coventry (2020-21)
Ryan Sessegnon,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21,0,2020,Ryan Sessegnon (2020-21)
Sofiane Boufal,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21,0,2020,Sofiane Boufal (2020-21)
Simon Moore,Sheffield Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,Simon Moore (2020-21)
Sokratis Papastathopoulos,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21,0,2020,Sokratis Papastathopoulos (2020-21)
Christian Walton,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Christian Walton (2020-21)
Connor Wickham,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21,0,2020,Connor Wickham (2020-21)
Cole Palmer,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,3,5.0,1340.0,1360.0,1280.0,1320.0,1340.0,1350.0,2020-21,0,2020,Cole Palmer (2020-21)
Shane Flynn,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,27,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21,0,2020,Shane Flynn (2020-21)
Cedric Kipre,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Cedric Kipre (2020-21)
Sergio Romero,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,50,,0,2,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Sergio Romero (2020-21)
Charlie Cresswell,Leeds,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,17,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Charlie Cresswell (2020-21)
Sam Greenwood,Leeds,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,33,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Sam Greenwood (2020-21)
Cheikh Diaby,West Brom,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,17,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Cheikh Diaby (2020-21)
Chris Smalling,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,2,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Chris Smalling (2020-21)
Cody Drameh,Leeds,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,34,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21,1,2020,Cody Drameh (2020-21)
Christian Atsu,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21,0,2020,Christian Atsu (2020-21)
Sam Woods,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21,0,2020,Sam Woods (2020-21)
Claudio Gomes,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,22,5.0,1340.0,1360.0,1280.0,1320.0,1340.0,1350.0,2020-21,0,2020,Claudio Gomes (2020-21)
Claudio Bravo,Man City,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,2,5.0,1340.0,1360.0,1280.0,1320.0,1340.0,1350.0,2020-21,0,2020,Claudio Bravo (2020-21)
Christian Marques,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,16,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Christian Marques (2020-21)
Shane Duffy,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21,0,2020,Shane Duffy (2020-21)
Lucas Torreira,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21,0,2020,Lucas Torreira (2020-21)
Stefan Johansen,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Stefan Johansen (2020-21)
Stephen Henderson,Crystal Palace,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,5,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21,0,2020,Stephen Henderson (2020-21)
Tyler Onyango,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,20,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21,0,2020,Tyler Onyango (2020-21)
Anthony Driscoll-Glennon,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,2,2.0,1060.0,1070.0,1040.0,1090.0,1040.0,1080.0,2020-21,0,2020,Anthony Driscoll-Glennon (2020-21)
Angus Gunn,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21,0,2020,Angus Gunn (2020-21)
Andy Lonergan,West Brom,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,19,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21,1,2020,Andy Lonergan (2020-21)
Valentino Livramento,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,35,4.0,1250.0,1280.0,1260.0,1300.0,1250.0,1310.0,2020-21,0,2020,Valentino Livramento (2020-21)
Andreas Söndergaard,Wolves,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,17,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21,0,2020,Andreas Söndergaard (2020-21)
Andreas Pereira,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,2,4.0,1250.0,1320.0,1250.0,1280.0,1240.0,1310.0,2020-21,0,2020,Andreas Pereira (2020-21)
Allan Tchaptchet,Southampton,0,DEF,0,0,0,0,0,3,0,0,0,0,0,40,,12,19,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21,0,2020,Allan Tchaptchet (2020-21)
Vontae Daley-Campbell,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,22,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21,0,2020,Vontae Daley-Campbell (2020-21)
Wayne Hennessey,Crystal Palace,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21,0,2020,Wayne Hennessey (2020-21)
Wes Foderingham,Sheffield Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,Wes Foderingham (2020-21)
Alfie Mawson,Fulham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21,1,2020,Alfie Mawson (2020-21)
Alfie Devine,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,21,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21,0,2020,Alfie Devine (2020-21)
Will Ferry,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,19,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21,0,2020,Will Ferry (2020-21)
William Osula,Sheffield Utd,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,38,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21,0,2020,William Osula (2020-21)
William Saliba,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21,0,2020,William Saliba (2020-21)
Albian Ajeti,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21,0,2020,Albian Ajeti (2020-21)
Adrián Bernabé,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,2,5.0,1340.0,1360.0,1280.0,1320.0,1340.0,1350.0,2020-21,0,2020,Adrián Bernabé (2020-21)
Adrien Silva,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21,0,2020,Adrien Silva (2020-21)
